Run ID,1625839163
Run Date/Time,2021-07-09 10:15:09
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[EXCEPTIONS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[6],HT000916,384LDV_Plus_AQ_GP,A23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (1th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,B23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (2th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,C23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (3th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,D23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (4th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,E23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (5th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,F23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (6th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,G23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (7th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,H23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (8th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,I23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (9th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,J23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (10th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,K23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (11th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,L23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (12th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,M23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (13th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,N23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (14th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,O23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (15th row, 23th column), defaulting to 0.0 value of Glycerol"
Source[6],HT000916,384LDV_Plus_AQ_GP,P23,0,0,0,Percent,Glycerol,"Data missing on PADDED well (16th row, 23th column), defaulting to 0.0 value of Glycerol"

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[6],HT000916,384LDV_Plus_AQ_GP,A1,2.316,11.824,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A2,2.276,11.644,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A3,2.289,11.704,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A4,2.291,11.711,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A5,2.258,11.563,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A6,2.206,11.329,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A7,2.277,11.65,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A8,2.277,11.65,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A9,2.283,11.677,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A10,2.268,11.61,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A11,2.27,11.617,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A12,2.279,11.657,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A13,2.291,11.711,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A14,2.268,11.61,0.412,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A15,2.249,11.523,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A16,2.297,11.737,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A17,2.271,11.624,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A18,2.267,11.603,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A19,2.249,11.523,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A20,2.288,11.697,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A21,2.289,11.704,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,A22,2.274,11.637,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B1,2.307,11.784,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B2,2.338,11.925,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B3,2.264,11.59,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B4,2.329,11.884,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B5,2.288,11.697,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B6,2.332,11.898,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B7,2.304,11.771,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B8,2.329,11.884,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B9,2.277,11.65,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B10,2.332,11.898,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B11,2.271,11.624,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B12,2.337,11.918,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B13,2.274,11.637,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B14,2.316,11.824,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B15,2.268,11.61,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B16,2.312,11.804,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B17,2.271,11.624,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B18,2.295,11.731,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B19,2.27,11.617,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B20,2.279,11.657,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B21,2.236,11.463,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,B22,2.298,11.744,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C1,2.267,11.603,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C2,2.297,11.737,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C3,2.285,11.684,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C4,2.285,11.684,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C5,2.306,11.777,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C6,2.237,11.47,0.408,Percent,Glycerol,
Source[6],HT000916,384LDV_Plus_AQ_GP,C7,2.288,11.697,0.408,Percent,Glycerol,
