Run ID,1625836901
Run Date/Time,2021-07-09 09:37:27
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Add_siRNA_Controls_HuDNA_Damage.epr
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[1],,384PP_AQ_BP,A3,Destination[1]-01,HTIF00296,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,30.532,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-01,HTIF00296,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,31.316,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,30.449,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,31.13,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,30.243,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,30.883,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,29.974,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,30.594,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,29.871,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,30.346,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,29.624,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,30.16,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,29.458,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,29.974,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,29.335,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,29.789,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,29.149,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-02,HTIF00297,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,29.5,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,29.046,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,29.417,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,28.798,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,29.293,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,28.612,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,28.984,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,28.426,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,28.798,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,28.282,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,28.633,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,28.096,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,28.302,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,27.869,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,28.137,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,27.786,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-03,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,27.91,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,27.58,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,27.76,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,27.291,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,27.662,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,27.229,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,27.456,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,26.961,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,27.306,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,26.713,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,27.156,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,26.424,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,27.006,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,26.217,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,26.856,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,26.321,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-04,HTIF00299,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,26.706,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,26.171,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,26.556,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,26.021,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,26.406,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,25.871,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,26.256,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,25.721,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,26.106,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,25.571,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,25.956,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,25.421,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,25.806,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,25.271,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,25.656,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,25.121,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-05,HTIF00300,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,25.506,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,24.971,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,25.356,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,24.821,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,25.206,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,24.671,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,25.056,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,24.521,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,24.906,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,24.371,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,24.756,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,24.221,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,24.606,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,24.071,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,24.456,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,23.921,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-06,HTIF00301,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,24.306,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,23.771,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,24.156,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,23.621,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,24.006,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,23.471,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,23.856,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,23.321,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,23.706,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,23.171,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,23.556,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,23.021,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,23.406,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,22.871,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,23.256,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,22.721,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-07,HTIF00307,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,23.106,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,22.571,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,22.956,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,22.421,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,22.806,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,22.271,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,22.656,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,22.121,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,22.506,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,21.971,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,22.356,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,21.821,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,22.206,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,21.671,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,N23,0,0,,,150,150,22.056,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,O23,0,0,,,150,150,21.521,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-08,HTIF00306,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P23,0,0,,,150,150,21.906,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A23,0,0,,,150,150,21.371,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B23,0,0,,,150,150,21.756,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C23,0,0,,,150,150,21.221,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D23,0,0,,,150,150,21.606,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E23,0,0,,,150,150,21.071,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,F23,0,0,,,150,150,21.456,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,G23,0,0,,,150,150,20.921,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,H23,0,0,,,150,150,21.306,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,I23,0,0,,,150,150,20.771,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,J23,0,0,,,150,150,21.156,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,K23,0,0,,,150,150,20.621,100,,AQ,
Source[1],,384PP_AQ_BP,B3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,L23,0,0,,,150,150,21.006,100,,AQ,
Source[1],,384PP_AQ_BP,A3,Destination[1]-09,HTIF00305,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,M23,0,0,,,150,150,20.471,100,,AQ,
