ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Spots - Number of Objects	Spots - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots - Intensity Spot Border BP676/29 Mean - Median per Well	Spots - center_border_ratio - Median per Well	Spots - Spots Edu Pos - Mean per Well	Spots - Spots Edu Minus - Mean per Well	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final - Number of Spots - Mean per Well	Nuclei Final - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final - center_border_ratio- Mean per Cell  - Mean per Well	Nuclei Final - Nuclei Final Edu Pos - Mean per Well	Nuclei Final - Nuclei Final Edu Neg - Mean per Well	Nuclei Final Edu Pos - Number of Objects	Nuclei Final Edu Pos - Nucleus Area [µm²] - Mean per Well	Nuclei Final Edu Pos - Nucleus Roundness - Mean per Well	Nuclei Final Edu Pos - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final Edu Pos - Number of Spots - Mean per Well	Nuclei Final Edu Pos - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final Edu Pos - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - center_border_ratio- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Number of Objects	Nuclei Final Edu Neg - Nucleus Area [µm²] - Mean per Well	Nuclei Final Edu Neg - Nucleus Roundness - Mean per Well	Nuclei Final Edu Neg - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final Edu Neg - Number of Spots - Mean per Well	Nuclei Final Edu Neg - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final Edu Neg - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - center_border_ratio- Mean per Cell  - Mean per Well	Spots Edu Pos - Number of Objects	Spots Edu Pos - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots Edu Pos - Intensity Spot Border BP676/29 Mean - Median per Well	Spots Edu Pos - center_border_ratio - Median per Well	Spots Edu Minus - Number of Objects	Spots Edu Minus - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots Edu Minus - Intensity Spot Border BP676/29 Mean - Median per Well	Spots Edu Minus - center_border_ratio - Median per Well	Number of Analyzed Fields	Link
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A1	1	1	1	1	14825	42	34.8571428571	0.95406360424	0.378414839798	0.621585160202	328	276.628726287	0.923237742329	145.839450804	45.1981707317	0.00763559825747	947.613623639	55656.3325864	147.645540049	149.313904088	1.00376565026	0.314024390244	0.685975609756	103	304.668988673	0.936509544453	394.443934429	54.4660194175	0.00832911433673	686.649801659	38362.3979589	399.385600798	404.285344527	0.991941445771	225	263.792517284	0.917162206245	32.0338427446	40.9555555556	0.00731812200785	1067.51592022	63602.1944423	31.9811878129	32.1648638862	1.00919839286	5610	352.5	394.296474359	0.921596031618	9215	30	30.0833333333	0.977157360406	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.1
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A2	1	2	1	1	6257	31	30.6956521739	0.968085106383	0.0378775771136	0.962122422886	153	301.548712781	0.886431032421	38.1509043162	40.8954248366	0.00624168731146	605.31851099	35428.6558292	39.3093377784	39.2741536827	1.00343275512	0.0261437908497	0.97385620915	4	315.349305556	0.91556772921	322.892385578	59.25	0.00858419514954	599.18592306	32451.4268517	354.865232173	344.531410044	1.04328030125	149	301.178227069	0.885648839218	30.5068377051	40.4026845638	0.006178801195	605.48425661	35509.1214773	30.7808000921	31.0239575649	1.00235579442	237	340	358.12	0.97641509434	6020	30	30.4285714286	0.967907573813	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.2
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A3	1	3	1	1	7218	35	30.5185185185	0.973159567615	0.244804655029	0.755195344971	182	265.364821429	0.879901818084	71.0035471564	39.6593406593	0.00682190489223	1066.41418373	63982.9007181	74.7253542183	74.4015767435	1.00935086366	0.203296703297	0.796703296703	37	295.043295796	0.88966785949	223.587506158	47.7567567568	0.0074873752907	807.977038128	46753.3276245	236.322537354	234.183346194	1.02184342139	145	257.791693487	0.877409793725	32.068330032	37.5931034483	0.00665209520434	1133.75343998	68472.2965242	32.6190459364	32.768298788	1.00609576058	1767	212	221.5	0.965881604074	5451	28	28.2	0.977477477477	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.3
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A4	1	4	1	1	2578	39	36.5454545455	0.960673504485	0.124903025601	0.875096974399	62	330.322311828	0.870488045047	68.5611677284	41.5806451613	0.00570462792543	772.329784497	45886.4807773	68.7559810408	71.0382474973	0.995580516424	0.129032258065	0.870967741935	8	356.079479167	0.885184159791	276.991255854	40.25	0.00448741192777	454.090997993	24818.8868534	301.656579892	321.101600231	0.938056758141	54	326.506435185	0.868310842863	37.6826361543	41.7777777778	0.00588495622138	813.582960526	48617.4651748	38.5651626711	38.6226276985	1.0030372999	322	325.5	383.198076923	0.902625207794	2256	35	35.245	0.970873786408	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.4
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A5	1	5	1	1	10730	55	49.4257246377	0.95607375191	0.424510717614	0.575489282386	236	299.102549435	0.907138971852	142.92881309	45.4661016949	0.00706763838885	779.151169376	45503.4523578	145.363709793	147.281315729	0.997453730001	0.372881355932	0.627118644068	88	316.991827652	0.917229028913	322.807702897	51.7613636364	0.00754279644223	613.370824348	34243.4750063	333.238025897	337.843047965	0.992901449393	148	288.465681306	0.901139478465	35.9737975287	41.722972973	0.00678511197874	875.482991487	52046.4121702	36.1934990847	36.5494983491	1.00009897414	4555	297	318.041666667	0.94262295082	6175	32	31.25	0.966183574879	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.5
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A6	1	6	1	1	6922	37	34.8888888889	0.970315978966	0.154001733603	0.845998266397	170	276.017869281	0.883778551536	78.8729362296	40.7176470588	0.00679714970433	695.478953715	40606.3889655	81.5024219765	81.812119399	1.00294857989	0.129411764706	0.870588235294	22	276.863396465	0.919571709358	381.728278385	48.4545454545	0.00816246859009	598.829343756	32395.4995819	394.877471692	396.988201603	0.993117874703	148	275.892182808	0.878457946995	33.8538988822	39.5675675676	0.00659419689699	709.845787628	41826.9265766	34.9196443161	34.961620693	1.00440990093	1066	364	388.297692308	0.953236191691	5856	33	33.3550420168	0.975887464065	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.6
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A7	1	7	1	1	11029	80	96.8260869565	0.95531587057	0.513464502675	0.486535497325	200	292.045613889	0.90695159847	207.579841156	55.145	0.00875482135913	904.779766252	49735.5501727	217.712362007	215.208521873	1.01305983401	0.47	0.53	94	306.144199173	0.916425189502	403.661402998	60.2446808511	0.00919101304158	832.988359037	44709.6290026	422.291771373	417.544655632	1.00566179012	106	279.543094864	0.898550489441	33.6961919764	50.6226415094	0.00836800986715	969.050168901	54234.9462679	34.5650812422	34.0695068883	1.01968284473	5663	344	374.1	0.948456697633	5366	30	30.5577777778	0.964285714286	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.7
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A8	1	8	1	1	1949	43	43.2142857143	0.984210526316	0.0282195997948	0.971780400205	49	323.63595805	0.845793043512	46.196112149	39.7755102041	0.00535035692147	1494.47546378	92024.1275194	46.9631972485	46.8742727619	1.00823770783	0.0204081632653	0.979591836735	1	472.918333333	0.910357143161	128.803255906	55	0.00545959896764	513.18061903	26196.7272727	144	146.232147309	1.00854496424	48	320.525908565	0.844447958103	44.4751299874	39.4583333333	0.00534808104551	1516.28201589	93486.958636	44.806823854	44.6663199942	1.00823087991	55	134	148.5625	0.967441860465	1894	43	42.8937969925	0.98423627124	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.8
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A9	1	9	1	1	8867	64	74.8095238095	0.941235059761	0.457764745686	0.542235254314	179	273.872053073	0.915807888043	117.974292263	49.5363128492	0.00841335871426	674.295898773	36912.0306064	120.18367807	121.159140568	0.99457922363	0.379888268156	0.620111731844	68	319.603991013	0.912558364242	245.580762272	59.6911764706	0.00864663148115	548.53523662	29161.0215961	250.079598006	251.575662298	0.999582247707	111	245.856091091	0.917798587308	39.8009592846	43.3153153153	0.00827045287509	752.038853559	41703.5634491	39.8843821095	40.5380180433	0.99148644511	4059	207	220.863636364	0.930947216197	4808	32	31.1111111111	0.953540669856	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.9
210802-DDR-Screen-Batch1-bis	7327	HTIF00297	7482	2021-08-04T19:43:17Z	7532	A10	1	10	1	1	3689	40	37.8518518519	0.95	0.17701274058	0.82298725942	77	323.335652958	0.873495797927	69.8605474836	47.9090909091	0.00634029622119	651.895947856	36336.8658096	69.4971322968	70.8935331989	0.994487615151	0.116883116883	0.883116883117	9	356.605648148	0.893040257165	291.914498635	72.5555555556	0.00937179328038	625.486356557	30797.1027599	284.416201856	293.150663487	0.979613746322	68	318.932271242	0.870909031263	40.471053949	44.6470588235	0.00593906866924	655.729598205	37141.024962	38.2992028447	38.630401383	0.996646725142	653	213	226.45	0.91053850608	3036	35	35.5769230769	0.969614096252	9	http://columbus-sg.nci.nih.gov/browse/measurement/7532/well=1.10
