Filename	Plate	Replicate	Batch
HT001059_cellHTS2.txt	1	1	1
HT001073_cellHTS2.txt	1	2	2
HT001060_cellHTS2.txt	2	1	1
HT001074_cellHTS2.txt	2	2	2
HT001061_cellHTS2.txt	3	1	1
HT001075_cellHTS2.txt	3	2	2
HT001062_cellHTS2.txt	4	1	1
HT001076_cellHTS2.txt	4	2	2
HT001063_cellHTS2.txt	5	1	1
HT001077_cellHTS2.txt	5	2	2
HT001064_cellHTS2.txt	6	1	1
HT001079_cellHTS2.txt	6	2	2
