ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Spots - Number of Objects	Spots - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots - Intensity Spot Border BP676/29 Mean - Median per Well	Spots - center_border_ratio - Median per Well	Spots - Spots Edu Pos - Mean per Well	Spots - Spots Edu Minus - Mean per Well	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final - Number of Spots - Mean per Well	Nuclei Final - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final - center_border_ratio- Mean per Cell  - Mean per Well	Nuclei Final - Nuclei Final Edu Pos - Mean per Well	Nuclei Final - Nuclei Final Edu Neg - Mean per Well	Nuclei Final Edu Pos - Number of Objects	Nuclei Final Edu Pos - Nucleus Area [µm²] - Mean per Well	Nuclei Final Edu Pos - Nucleus Roundness - Mean per Well	Nuclei Final Edu Pos - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final Edu Pos - Number of Spots - Mean per Well	Nuclei Final Edu Pos - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final Edu Pos - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - center_border_ratio- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Number of Objects	Nuclei Final Edu Neg - Nucleus Area [µm²] - Mean per Well	Nuclei Final Edu Neg - Nucleus Roundness - Mean per Well	Nuclei Final Edu Neg - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final Edu Neg - Number of Spots - Mean per Well	Nuclei Final Edu Neg - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final Edu Neg - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - center_border_ratio- Mean per Cell  - Mean per Well	Spots Edu Pos - Number of Objects	Spots Edu Pos - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots Edu Pos - Intensity Spot Border BP676/29 Mean - Median per Well	Spots Edu Pos - center_border_ratio - Median per Well	Spots Edu Minus - Number of Objects	Spots Edu Minus - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots Edu Minus - Intensity Spot Border BP676/29 Mean - Median per Well	Spots Edu Minus - center_border_ratio - Median per Well	Number of Analyzed Fields	Link
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A1	1	1	1	1	12373	36	30.5	0.95840266223	0.234704598723	0.765295401277	239	293.250159228	0.93042162735	65.2421041597	51.769874477	0.0083577292487	668.881416761	36762.1308243	66.5855329303	66.4025545177	1.01063872316	0.217573221757	0.782426778243	52	285.490833333	0.935764675594	172.766869088	55.8461538462	0.00921733719937	545.572533917	27405.9342563	177.562147234	176.67284238	1.01323757761	187	295.407832739	0.928935859925	35.3421695271	50.6363636364	0.00811869388273	703.170517872	39363.8539342	35.7257257442	35.7391589623	1.00991604706	2904	157	163.671666667	0.950434294949	9469	29	27.7037037037	0.961165048544	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.1
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A2	1	2	1	1	4211	30	29.6071428571	0.969101123596	0.032533839943	0.967466160057	100	321.956266667	0.854221971803	33.2092263971	42.11	0.00550562787923	668.064280704	37904.1164752	33.9404641186	33.8952012403	1.00033080452	0.02	0.98	2	381.165416667	0.924809453942	118.835017557	68.5	0.00838063634127	429.0543845	21612.926564	126.771383187	126.084945668	0.997280549927	98	320.747916667	0.852781410943	31.4617612714	41.5714285714	0.00544695423715	673.754992518	38292.0019492	31.7302041408	31.7002073253	1.00040342963	137	124	131.08	0.964566929134	4074	29	29.4166666667	0.969165946413	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.2
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A3	1	3	1	1	9459	186	207	0.962951399729	0.638756739613	0.361243260387	195	287.713592593	0.930772235571	210.370089823	48.5076923077	0.00786668384562	1016.26241801	60531.6795987	219.641862408	217.201797521	1.02065490164	0.6	0.4	117	293.622654321	0.940081198228	326.952743756	51.641025641	0.00828112704235	819.422088719	46511.3762291	341.716930868	337.666535212	1.01960862354	78	278.85	0.916808791585	35.4961089233	43.8076923077	0.00724501905052	1311.52291195	81562.1346532	36.5292597166	36.5046909841	1.02222431878	6042	306	319.59692029	0.960051660295	3417	30	29.16	0.969021065675	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.3
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A4	1	4	1	1	1934	39	37.4373913043	0.960597270687	0.152016546019	0.847983453981	60	266.940194444	0.858593536311	54.1870524095	32.2333333333	0.00515618583241	758.198830695	44502.6572474	56.4411639346	56.3334344381	0.991268227913	0.0833333333333	0.916666666667	5	289.112055556	0.925040834996	255.681853967	58.8	0.00954378304196	801.708501928	40690.1862874	274.685953303	263.028740892	1.05367157366	55	264.924570707	0.852552872795	35.8693431771	29.8181818182	0.00475731335882	754.094144729	44862.3243191	35.8520328621	36.8338772255	0.985381119824	294	244	227.380482456	0.969283913987	1640	35	35.7071078431	0.95688443578	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.4
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A5	1	5	1	1	9435	41	33.65	0.970078740157	0.310333863275	0.689666136725	196	328.078674887	0.896742361906	74.4369393648	48.137755102	0.00672754317813	652.769308578	38252.5149101	78.2373197255	78.0376836595	1.01700508942	0.244897959184	0.755102040816	48	366.674253472	0.900493833619	200.908343757	61	0.00775159307514	554.216007162	30320.8549278	208.7987625	208.881215886	1.00568797266	148	315.56118994	0.895525668378	33.4191865888	43.9662162162	0.00639541888721	685.850137025	40914.8902888	34.4124997731	34.1181763387	1.0208038419	2928	182	191.807692308	0.944296591548	6507	30	29.16	0.986601705238	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.5
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A6	1	6	1	1	4066	38	35.5400641026	0.966356210857	0.196507624201	0.803492375799	130	234.444888889	0.855633928621	54.5598240104	31.2769230769	0.00588528241617	692.03865004	40030.9223101	58.530604429	58.4746735752	1.01996450604	0.107692307692	0.892307692308	14	332.745575397	0.864499702089	214.260886601	57.0714285714	0.00797960273465	699.833933735	37077.6732544	230.285102978	233.541197816	0.995129290203	116	222.581012931	0.854563921478	35.2855578357	28.1637931034	0.00563251961911	691.064239579	40400.078442	37.0612921105	36.5913580451	1.02306890801	799	214	223.565217391	0.96225087925	3267	33	33.2307692308	0.968543046358	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.6
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A7	1	7	1	1	7523	48	38.7826086957	0.971291866029	0.372324870397	0.627675129603	162	274.343912894	0.892043229267	101.510775184	46.4382716049	0.00776220208503	927.359182017	53117.8863071	105.791839	104.584179928	1.02168349278	0.296296296296	0.703703703704	48	328.166116898	0.920639871312	259.407262569	58.3541666667	0.00830725299309	649.540296436	34639.1704814	272.243342174	268.590715371	1.02050466006	114	251.681932261	0.880002537879	35.0280436532	41.4210526316	0.00753270696584	1043.94389293	60872.3474125	35.9416546318	35.7600088041	1.02217818152	2801	238	244.703703704	0.951973906197	4722	33	32.2307692308	0.987076382703	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.7
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A8	1	8	1	1	889	39	37.6363636364	0.98814229249	0	1	29	257.768706897	0.810040240901	39.1639609026	30.6551724138	0.00489707933158	1074.87319265	66086.4592639	40.762977272	39.4219831314	1.08668139593	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29	257.768706897	0.810040240901	39.1639609026	30.6551724138	0.00489707933158	1074.87319265	66086.4592639	40.762977272	39.4219831314	1.08668139593	0	NaN	NaN	NaN	889	39	37.6363636364	0.98814229249	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.8
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A9	1	9	1	1	18223	36	30.0952380952	0.940022421525	0.316852329474	0.683147670526	348	284.25616539	0.871221003495	69.6877858593	52.3649425287	0.00854412123311	706.816739224	39106.9760278	70.5233211881	71.9593214166	0.996645747641	0.261494252874	0.738505747126	91	318.627420635	0.884957528551	177.659763563	63.4505494505	0.00940320421181	482.615421571	24160.5632558	179.440775878	183.189374096	0.982214682557	257	272.085798746	0.866357097736	31.4564630148	48.439688716	0.00823993231847	787.140833343	44461.793202	31.5017134055	32.1091844332	1.00181593238	5774	154	169.678181818	0.916032508555	12449	27	25.8928571429	0.950495049505	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.9
210802-DDR-Screen-Batch1-bis	7327	HTIF00298	7483	2021-08-04T21:27:27Z	7533	A10	1	10	1	1	6980	30	29.3827838828	0.978422032806	0.0319484240688	0.968051575931	146	329.229427321	0.88668992556	34.3916057804	47.8082191781	0.00666608378679	955.994159944	56114.8234376	33.8524830739	34.1959262449	1.01066855898	0.027397260274	0.972602739726	4	360.204722222	0.889559866432	167.666153184	55.75	0.00773322574212	934.041369478	54691.3371696	125.85746676	138.087427678	0.987319546399	142	328.356883803	0.886609082155	30.6373931774	47.5845070423	0.00663602345003	956.621382529	56155.4944738	31.2237692543	31.2275976325	1.01133567362	223	96	111	0.964782964783	6757	30	29.2142857143	0.978723404255	9	http://columbus-sg.nci.nih.gov/browse/measurement/7533/well=1.10
