plate_index,well_index,row,column,nuclei_n,nuclei_area,nuclei_round,nuclei_mean_edu,nuclei_H2AX_spots_per_nucleus,nuclei_mean_edu_pos,spots_edu_pos_n,spots_edu_pos_median_ratio
HT001059,B17,2,17,591,256.089569938,0.841306433761,531.972900609,67.1404399323,0.483925549915,21557,0.9454265037369999
HT001059,B18,2,18,443,285.037314867,0.886265219887,477.550479724,73.2325056433,0.591422121896,21413,0.9059427732940001
HT001059,B19,2,19,582,251.397945542,0.837538028581,396.561358336,64.7405498282,0.300687285223,14239,0.9381008601790001
HT001059,B20,2,20,702,227.612211934,0.872065289271,570.602368923,56.9914529915,0.336182336182,16986,0.9577118775160002
HT001059,B21,2,21,580,266.352883022,0.836504774332,655.114367334,61.0293103448,0.486206896552,19625,0.9431973504360001
HT001059,B22,2,22,558,231.724676424,0.844075527189,542.642815885,58.4139784946,0.390681003584,14658,0.9471098453580001
HT001059,B23,2,23,26,265.850451389,0.831987118413,377.605951908,58.615384615399996,0.461538461538,746,0.9499311940680001
HT001059,B24,2,24,752,233.009483507,0.849879483779,666.184039057,61.7114361702,0.461436170213,24481,0.944459161148
HT001059,C1,3,1,639,256.759939032,0.859043259082,472.226994294,73.3599374022,0.400625978091,23913,0.9468030028480001
HT001059,C2,3,2,390,277.996905093,0.857146236036,481.775110047,71.0743589744,0.371794871795,12146,0.9533086966340002
HT001059,C3,3,3,337,271.480070475,0.851089212205,487.557628903,66.2314540059,0.385756676558,10033,0.9519787188440001
HT001059,C4,3,4,340,289.41829902,0.858335311369,548.637132042,77.6441176471,0.5,14562,0.941997587889
HT001059,C5,3,5,463,279.487704284,0.851227502167,424.075691909,69.373650108,0.401727861771,14847,0.9537726683940001
HT001059,C6,3,6,382,324.909596968,0.840152809097,326.618336222,90.0654450262,0.358638743455,15031,0.934939759036
HT001059,C7,3,7,344,264.288351906,0.873653709092,286.206255083,76.3691860465,0.482558139535,14522,0.920116858567
HT001059,C8,3,8,432,289.4477355,0.854923684819,464.514273287,69.9953703704,0.423611111111,14211,0.9426433915210001
HT001059,C9,3,9,347,304.524721622,0.787520042419,152.46933989,76.9913544669,0.259365994236,8609,0.91724137931
HT001059,C10,3,10,532,256.03930177,0.856290319206,442.388271805,59.3571428571,0.389097744361,14348,0.9542642617569999
HT001059,C11,3,11,371,278.440343291,0.860704290498,615.80303683,68.781671159,0.509433962264,14449,0.9487557784990002
HT001059,C12,3,12,394,294.19156955,0.850555431861,512.048725107,73.5837563452,0.464467005076,15063,0.9496059230950001
HT001059,C13,3,13,308,230.438351145,0.839182456728,547.675331378,61.5584415584,0.545454545455,12075,0.97436189608
HT001059,C14,3,14,462,277.714289923,0.849902362639,483.534786783,63.9826839827,0.467532467532,15984,0.947435787973
HT001059,C15,3,15,376,245.737748596,0.833405024059,284.229854299,70.6914893617,0.340425531915,11563,0.9540254694580002
HT001059,C16,3,16,453,279.516833916,0.856598354894,578.898215143,78.1898454746,0.496688741722,19835,0.9491360973240001
HT001059,C17,3,17,610,245.725865323,0.858215865808,284.584623871,68.2786885246,0.265573770492,14036,0.9387390175300002
HT001059,C18,3,18,494,276.905559211,0.841410343926,403.694039595,65.2449392713,0.378542510121,14564,0.9489046442600001
HT001059,C19,3,19,422,254.32483725,0.858784694887,416.518611571,72.4218009479,0.45971563981,15584,0.9410114536870001
HT001059,C20,3,20,377,286.85427682,0.816011031114,264.55746498,69.2440318302,0.355437665782,11238,0.9361371643119999
HT001059,C21,3,21,558,226.859343265,0.875363131755,480.669802818,55.9336917563,0.388888888889,14922,0.9380278368780002
HT001059,C22,3,22,636,250.139707809,0.852659585888,625.879071906,68.5440251572,0.441823899371,23356,0.9568496919250001
HT001059,C23,3,23,667,238.126961311,0.817454209155,563.229450635,64.3568215892,0.488755622189,23774,0.946395840736
HT001059,C24,3,24,616,254.887757035,0.824761498544,508.34352456,70.4107142857,0.413961038961,20593,0.979099360454
HT001059,D1,4,1,608,264.701307337,0.84956617122,409.289696505,78.3881578947,0.481907894737,26095,0.927319425044
HT001059,D2,4,2,401,305.146381269,0.842479422569,413.526725829,76.6608478803,0.488778054863,16151,0.9436741767760001
HT001059,D3,4,3,559,257.470983527,0.834377835611,542.87774056600006,58.9069767442,0.475849731664,18516,0.9549534541820001
HT001059,D4,4,4,424,295.983532003,0.804512745347,332.697906845,72.608490566,0.518867924528,18095,0.933072713057
HT001059,D5,4,5,200,338.609162847,0.799432382519,179.207854913,81.985,0.39,7183,0.920187380413
HT001059,D6,4,6,569,255.629392575,0.865047735974,507.711037075,69.3145869947,0.400702987698,19018,0.9446215780570001
HT001059,D7,4,7,609,256.48972131,0.830160744516,481.012939226,62.1280788177,0.444991789819,19601,0.9400424767190001
HT001059,D8,4,8,365,234.37074981,0.855906593612,250.871981536,49.7589041096,0.298630136986,7147,0.9414270500530001
HT001059,D9,4,9,522,269.30024545,0.797917826899,163.936135422,62.846743295,0.264367816092,10542,0.94519394105
HT001059,D10,4,10,260,306.174013889,0.838017036852,267.107143603,65.0653846154,0.4,7424,0.945593867888
HT001059,D11,4,11,388,265.901802692,0.849674016386,143.617744828,62.8969072165,0.317010309278,9018,0.9380096494790001
HT001059,D12,4,12,458,282.919586214,0.827711227648,376.118800094,57.4519650655,0.456331877729,13777,0.95263654167
HT001059,D13,4,13,551,263.589881907,0.850754482645,681.947241394,64.7277676951,0.491833030853,19679,0.950936186473
HT001059,D14,4,14,507,273.571712963,0.846670290861,514.82351284,63.6706114398,0.422090729783,14970,0.946130899979
HT001059,D15,4,15,518,238.322081725,0.852628664292,411.420955155,58.7432432432,0.368725868726,14214,0.9451750215220001
HT001059,D16,4,16,461,280.240792812,0.83944471976,551.666359443,78.4490238612,0.483731019523,19247,0.937600537802
HT001059,D17,4,17,489,257.961378238,0.842438706472,427.577176802,73.0470347648,0.453987730061,18601,0.947222222222
HT001059,D18,4,18,592,251.554343093,0.869939545645,715.264000317,68.1131756757,0.527027027027,24636,0.9493798449
HT001059,D19,4,19,550,256.987780177,0.85025172932,485.888507849,67.7018181818,0.532727272727,22118,0.9440977528560001
HT001059,D20,4,20,477,268.244049324,0.84124918327,573.80973658,76.6310272537,0.471698113208,19146,0.9533417375770001
HT001059,D21,4,21,465,257.861265084,0.862472979833,383.648764959,65.7720430108,0.404301075269,15158,0.9446074841150001
HT001059,D22,4,22,561,260.73482088,0.832005745666,631.595889289,69.6167557932,0.516934046346,23455,0.947444551591
HT001059,D23,4,23,43,271.332884367,0.82250984538,214.371841455,60.6279069767,0.325581395349,882,0.9421906860150001
HT001059,D24,4,24,775,229.118221595,0.837802604623,535.221884701,60.0838709677,0.434838709677,24073,0.9384384384380001
HT001059,E1,5,1,559,272.821837855,0.808690391374,474.931832807,87.0697674419,0.483005366726,25176,0.965934404159
HT001059,E2,5,2,510,266.614022603,0.87004397629,853.562536932,72.8509803922,0.609803921569,25749,0.9545243926660001
HT001059,E3,5,3,348,264.302820482,0.860784839888,475.349894727,67.8074712644,0.382183908046,10888,0.9718975222840001
HT001059,E4,5,4,456,290.742077851,0.864677379012,540.137169502,69.5087719298,0.475877192982,16788,0.9450700165960002
HT001059,E5,5,5,487,261.64148728,0.873696335733,618.135877455,74.8850102669,0.464065708419,19681,0.9588730569950001
HT001059,E6,5,6,363,291.587527931,0.85936463535,634.442256628,78.7493112948,0.493112947658,15026,0.9518460834530001
HT001059,E7,5,7,285,274.090945175,0.850737034401,517.775361216,65.6140350877,0.477192982456,9360,0.9679790284490001
HT001059,E8,5,8,614,260.177713423,0.842544681274,479.792325071,59.2801302932,0.385993485342,16433,0.9444971537
HT001059,E9,5,9,598,256.998087258,0.838960305481,394.409275846,60.3377926421,0.371237458194,16848,0.9534262425650001
HT001059,E10,5,10,379,302.797054749,0.803830269626,323.496954843,68.7124010554,0.424802110818,11756,0.9329960020150001
HT001059,E11,5,11,500,280.384003611,0.860150345514,415.344000679,68.606,0.434,16878,0.9480890256060001
HT001059,E12,5,12,514,255.673715008,0.846393617289,506.340996698,65.8307392996,0.408560311284,15806,0.942936766667
HT001059,E13,5,13,435,263.152425287,0.883417037316,566.95367779,59.7563218391,0.445977011494,12358,0.9449700599890001
HT001059,E14,5,14,491,273.371626358,0.848282002729,491.084939552,63.8207739308,0.441955193483,15270,0.942360576575
HT001059,E15,5,15,475,268.197465497,0.851143692613,428.988240419,64.7536842105,0.433684210526,15466,0.9449166015
HT001059,E16,5,16,475,267.921308626,0.84699926644,510.997449494,59.2968421053,0.437894736842,14231,0.9437235222580002
HT001059,E17,5,17,584,268.411472722,0.84807545057,287.983073626,78.5273972603,0.289383561644,17939,0.926246747228
HT001059,E18,5,18,394,277.840545509,0.874951739744,403.87409262,77.9492385787,0.362944162437,13014,0.9392742035520001
HT001059,E19,5,19,447,251.067500621,0.872963456851,438.265317441,59.4697986577,0.418344519016,13119,0.932988310877
HT001059,E20,5,20,555,272.646883759,0.869805787999,684.675086614,76.9207207207,0.562162162162,26607,0.937543114885
HT001059,E21,5,21,583,253.968639222,0.829104532009,589.358467966,64.6466552316,0.46140651801,20214,0.949467527561
HT001059,E22,5,22,364,290.840952381,0.849444816914,390.202867955,81.3049450549,0.571428571429,18072,0.936115584553
HT001059,E23,5,23,672,238.618419002,0.813163717593,628.897667793,69.8794642857,0.508928571429,27071,0.9452054794520001
HT001059,E24,5,24,619,249.620921401,0.834755504574,641.547723054,68.5315024233,0.400646203554,19489,0.9884966283219999
HT001059,F1,6,1,373,284.601669832,0.848033493172,260.192123772,68.4048257373,0.458445040214,13331,0.9123931623930001
HT001059,F2,6,2,111,221.584544545,0.808226965511,194.791158161,41.7477477477,0.171171171171,1156,0.990041361059
HT001059,F3,6,3,223,310.829639699,0.839264866876,338.738690388,70.9730941704,0.488789237668,8635,0.9390468109180001
HT001059,F4,6,4,472,261.251328419,0.865615534404,482.56962042,64.3686440678,0.419491525424,14327,0.96088572814
HT001059,F5,6,5,329,298.236378968,0.807083358734,240.299800177,76.6170212766,0.401215805471,11621,0.9314175319969998
HT001059,F6,6,6,624,253.565169271,0.845757191463,362.561046416,62.3125,0.334935897436,15617,0.94508801583
HT001059,F7,6,7,488,274.041561362,0.85798066516,331.188703833,70.7950819672,0.389344262295,15360,0.9314019736390001
HT001059,F8,6,8,592,262.046842741,0.840047037392,364.057406287,68.7956081081,0.331081081081,16874,0.9497899340650001
HT001059,F9,6,9,107,322.310903427,0.813455479475,230.401346477,70.3831775701,0.364485981308,2976,0.9495397326780002
HT001059,F10,6,10,566,265.21568696,0.826122339441,534.477669617,68.6802120141,0.581272084806,25034,0.9407499772690002
HT001059,F11,6,11,553,273.588529486,0.813464153457,397.011658235,66.5027124774,0.321880650995,14733,0.945093547155
HT001059,F12,6,12,564,272.370376527,0.842552161875,574.108312135,70.4042553191,0.508865248227,23520,0.9419804035220001
HT001059,F13,6,13,188,229.80054669,0.851634544538,188.900646464,57.2978723404,0.382978723404,4987,0.9366358769190002
HT001059,F14,6,14,434,282.792278706,0.842158399953,266.160679382,71.4262672811,0.361751152074,13625,0.9208595387840001
HT001059,F15,6,15,347,285.602457773,0.797608304699,332.819680374,71.5792507205,0.340057636888,10144,0.9688827815469998
HT001059,F16,6,16,557,263.291898938,0.844013800359,461.153948166,62.3482944345,0.439856373429,17277,0.943003118572
HT001059,F17,6,17,685,247.733920114,0.850966607006,519.647372231,67.6423357664,0.442335766423,23761,0.94060171299600015
HT001059,F18,6,18,79,460.57239012,0.804558171082,90.4359792501,109.265822785,0.0886075949367,919,0.953136531365
HT001059,F19,6,19,606,238.081558145,0.809665184304,606.173511147,55.9125412541,0.475247524752,18511,0.954267728198
HT001059,F20,6,20,525,274.507437698,0.850850679986,548.142297464,70.5485714286,0.438095238095,18018,0.957204040201
HT001059,F21,6,21,261,325.137536984,0.860951453205,285.128094487,78.9501915709,0.417624521073,8211,0.9439392601750001
HT001059,F22,6,22,455,264.945416667,0.850147793058,580.489352987,62.4307692308,0.474725274725,15134,0.9457770551700001
HT001059,F23,6,23,31,287.853490143,0.837247565791,285.129389835,73.8387096774,0.354838709677,830,0.982280233309
HT001059,F24,6,24,759,234.415444298,0.845090142648,627.503997394,64.5494071146,0.450592885375,26472,0.945091162886
HT001059,G1,7,1,437,288.164470665,0.863737629061,445.953697222,77.5537757437,0.475972540046,17944,0.950458550176
HT001059,G2,7,2,333,256.093680556,0.866654332208,476.317702102,71.8648648649,0.483483483483,12336,0.9595694677069999
HT001059,G3,7,3,391,299.763930094,0.857718897492,403.907203816,66.7007672634,0.450127877238,13040,0.945616361108
HT001059,G4,7,4,335,259.043017828,0.857019084378,446.967018104,74.3373134328,0.367164179104,11016,0.9418784085250002
HT001059,G5,7,5,313,271.001316338,0.867207475899,466.087909439,71.8051118211,0.44089456869,11000,0.961051183449
HT001059,G6,7,6,342,257.383280133,0.85987687263299994,308.699749396,62.2923976608,0.312865497076,8023,0.9749902305590001
HT001059,G7,7,7,388,261.632126826,0.86312710653,652.632551085,64.2242268041,0.427835051546,12846,0.9498110920490002
HT001059,G8,7,8,588,243.323614064,0.855990471525,779.081282895,59.3911564626,0.530612244898,20856,0.947164569108
HT001059,G9,7,9,550,252.483588763,0.873276796055,293.409003182,70.1036363636,0.24,12303,0.936471922859
HT001059,G10,7,10,292,323.979487015,0.836453901416,404.683924157,81.1095890411,0.441780821918,11797,0.9442492495990001
HT001059,G11,7,11,448,262.981205977,0.860736961105,559.862710414,70.734375,0.435267857143,16464,0.95112366073
HT001059,G12,7,12,476,249.999187092,0.840592955633,495.974079149,77.1386554622,0.386554621849,17926,0.9435539612209999
HT001059,G13,7,13,277,273.082781789,0.837423388577,420.234993016,82.9314079422,0.494584837545,11498,0.9535279639059999
HT001059,G14,7,14,420,274.343780423,0.868046867358,570.972621556,74.4357142857,0.495238095238,17661,0.9529090080510001
HT001059,G15,7,15,219,201.625209919,0.804838856607,416.937920795,52.703196347,0.369863013699,5105,0.9478328461480001
HT001059,G16,7,16,272,355.976874489,0.839963267575,288.957817038,86.8235294118,0.327205882353,8626,0.9448805029440001
HT001059,G17,7,17,336,308.901639798,0.840989062827,316.029720793,74.4702380952,0.443452380952,13089,0.937326677759
HT001059,G18,7,18,408,280.569225218,0.825780255123,527.553473418,79.9803921569,0.519607843137,18342,0.940328429036
HT001059,G19,7,19,316,318.355829817,0.819728024849,512.991384215,86.3575949367,0.471518987342,13352,0.9381046823000001
HT001059,G20,7,20,565,265.318990905,0.86970373076,611.945123862,73.992920354,0.500884955752,22452,0.952454591253
HT001059,G21,7,21,606,243.299034195,0.864168391074,391.637225534,65.5775577558,0.356435643564,17953,0.9298438530900002
HT001059,G22,7,22,481,276.038506006,0.848774740738,342.186640746,74.7463617464,0.384615384615,16136,0.936748761426
HT001059,G23,7,23,545,269.315970948,0.82536184711,520.704099447,74.6513761468,0.497247706422,21955,0.939575266925
HT001059,G24,7,24,445,283.797548845,0.847763538431,770.41247578,82.5348314607,0.514606741573,21390,0.975714139363
HT001059,H1,8,1,565,233.292348451,0.850027361751,583.921925883,66.8973451327,0.389380530973,18815,0.9476106359240001
HT001059,H2,8,2,301,306.446899917,0.812598425609,281.327736135,79.3754152824,0.275747508306,8316,0.960325083073
HT001059,H3,8,3,490,279.994917517,0.838828988855,438.275016786,69.5346938776,0.344897959184,14081,0.944895848722
HT001059,H4,8,4,523,269.272435734,0.855755767029,533.13287326,75.7648183556,0.481835564054,21449,0.938763720393
HT001059,H5,8,5,415,279.302052376,0.819356141577,327.091246374,64.8746987952,0.356626506024,12021,0.9553559458369999
HT001059,H6,8,6,526,284.0750907,0.869391821642,523.148845598,69.9961977186,0.444866920152,18167,0.9505712453390001
HT001059,H7,8,7,409,247.044507607,0.879513161254,715.8808493,67.2689486553,0.474327628362,15340,0.956944595036
HT001059,H8,8,8,474,263.264370165,0.861544108359,346.58400264,72.9831223629,0.428270042194,17253,0.9351184346040001
HT001059,H9,8,9,609,280.658729361,0.834300419595,445.937735421,77.0229885057,0.507389162562,27139,0.9340751245410001
HT001059,H10,8,10,434,278.005351542,0.852273023642,628.075998893,66.4055299539,0.470046082949,15055,0.9464227680019999
HT001059,H11,8,11,626,248.352984114,0.869362613408,633.749128835,67.2715654952,0.461661341853,21866,0.949382719389
HT001059,H12,8,12,605,247.916986455,0.844351846884,827.531752838,65.920661157,0.471074380165,21328,0.9569890203310001
HT001059,H13,8,13,513,242.101719596,0.862886545305,531.246229888,60.9863547758,0.46783625731,17624,0.9576086990440001
HT001059,H14,8,14,358,293.918117629,0.830348695503,317.776959587,68.9469273743,0.427374301676,11971,0.936407840754
HT001059,H15,8,15,369,312.241494279,0.833312983754,374.014400037,90.0894308943,0.379403794038,14373,0.949876746097
HT001059,H16,8,16,569,254.910334041,0.851922331972,446.248668529,69.072056239,0.369068541301,17916,0.9507006083140002
HT001059,H17,8,17,501,276.353815841,0.844481394354,823.712502048,82.2255489022,0.558882235529,26031,0.9534628212669999
HT001059,H18,8,18,556,241.362771408,0.84998682122,424.299393585,57.6870503597,0.36690647482,14182,0.946594340185
HT001059,H19,8,19,520,260.659907986,0.85054479519,600.558892286,77.6346153846,0.488461538462,21925,0.9401127378659999
HT001059,H20,8,20,578,257.487414816,0.844798863545,557.515426986,60.8373702422,0.477508650519,19506,0.9416458484310002
HT001059,H21,8,21,597,250.56194223400001,0.82871380775,463.621821519,68.229480737,0.393634840871,19208,0.94626243866
HT001059,H22,8,22,394,255.347037507,0.854606641298,344.778691531,71.7335025381,0.296954314721,10475,0.946506550218
HT001059,H23,8,23,35,288.294886905,0.832247406584,413.332085538,67.0285714286,0.428571428571,1123,0.9503976605600001
HT001059,H24,8,24,789,230.389247025,0.842659993608,600.320392672,58.2015209125,0.444866920152,23134,0.9407796322280003
HT001059,I1,9,1,488,276.008658641,0.848851237383,396.287045959,74.7131147541,0.551229508197,22098,0.9461899794740001
HT001059,I2,9,2,373,255.992932492,0.874751858556,572.692514808,53.8739946381,0.418230563003,9467,0.950829748002
HT001059,I3,9,3,367,295.852587042,0.851488762349,205.01776619,76.2752043597,0.356948228883,11827,0.9626843213959999
HT001059,I4,9,4,276,240.574161886,0.831403833447,213.747488353,50.0326086957,0.322463768116,5334,0.949153577026
HT001059,I5,9,5,430,292.079435724,0.843512027369,409.800763118,73.8906976744,0.416279069767,15221,0.941868758916
HT001059,I6,9,6,504,258.870924135,0.860875719753,637.856364632,68.0357142857,0.44246031746,16747,0.9456448272100002
HT001059,I7,9,7,497,265.293492902,0.865241250799,617.974640838,75.7525150905,0.46277665996,19935,0.938404160591
HT001059,I8,9,8,513,237.978386804,0.851044519149,313.484229862,52.7972709552,0.333333333333,11629,0.940047120156
HT001059,I9,9,9,579,260.074816734,0.860082751742,476.237550589,65.585492228,0.435233160622,19310,0.949460939589
HT001059,I10,9,10,521,247.503883424,0.871205080784,593.975506256,62.0268714012,0.460652591171,16574,0.952597866736
HT001059,I11,9,11,478,268.766004329,0.858770018855,547.677462989,69.5041841004,0.47489539749,17601,0.9512286578510001
HT001059,I12,9,12,566,267.695863148,0.854519878356,597.209980966,69.316254417,0.471731448763,21173,0.9435008665510001
HT001059,I13,9,13,307,321.541193675,0.834321585287,374.087869501,76.996742671,0.394136807818,10192,0.946364730028
HT001059,I14,9,14,521,243.440260583,0.831808387797,353.135336582,57.7236084453,0.280230326296,11394,0.961719759476
HT001059,I15,9,15,548,265.532447917,0.85507680953,420.444727649,66.5054744526,0.337591240876,15429,0.947258089695
HT001059,I16,9,16,444,278.691351039,0.819710010709,405.205919138,74.5675675676,0.398648648649,15357,0.9426573426570001
HT001059,I17,9,17,360,318.39068615,0.816621741308,261.628829254,81.1555555556,0.452777777778,14495,0.9356402699880001
HT001059,I18,9,18,590,265.587259534,0.839838310242,594.715921627,65.3779661017,0.447457627119,19968,0.940304993821
HT001059,I19,9,19,503,266.927347719,0.885767723962,537.144835221,76.2286282306,0.41550695825,19824,0.94513657803
HT001059,I20,9,20,392,291.852443488,0.849052122381,356.821902718,81.6913265306,0.339285714286,12525,0.9359379488649999
HT001059,I21,9,21,475,273.569194737,0.862832124592,602.866645805,88.8905263158,0.469473684211,22524,0.950235909492
HT001059,I22,9,22,463,275.790956024,0.858303613586,586.300010241,79.9654427646,0.464362850972,19195,0.9497487437190001
HT001059,I23,9,23,574,255.925428886,0.816560636066,649.014165674,68.6219512195,0.573170731707,25148,0.94737977789
HT001059,I24,9,24,696,244.692352131,0.830672082367,757.121230031,66.2816091954,0.48132183908,24858,0.978113698475
HT001059,J1,10,1,632,237.266321422,0.835407722515,289.570244184,43.9382911392,0.287974683544,10017,0.958843300146
HT001059,J2,10,2,554,269.02393038,0.852518491656,433.826414613,75.1407942238,0.465703971119,22610,0.9417687584950001
HT001059,J3,10,3,505,253.232370187,0.885774011679,454.025886673,71.7603960396,0.419801980198,17523,0.9449555119890001
HT001059,J4,10,4,468,290.581296296,0.83077823082,475.329568103,68.8055555556,0.564102564103,20570,0.9543861500769999
HT001059,J5,10,5,450,296.30668287,0.83261038429,321.013483495,77.8111111111,0.477777777778,18549,0.8996463306810001
HT001059,J6,10,6,33,257.347310606,0.794826147416,243.600326403,54.5757575758,0.30303030303,638,0.95220594947
HT001059,J7,10,7,227,314.246111111,0.835013362396,497.991670881,75.7004405286,0.555066079295,9813,0.9413438875790001
HT001059,J8,10,8,218,375.079220183,0.83210514377,259.020754048,77.0596330275,0.288990825688,5491,0.932376681614
HT001059,J9,10,9,551,274.231211938,0.832461195124,412.76465384,64.9183303085,0.390199637024,18429,0.9532470560800002
HT001059,J10,10,10,580,265.11749545,0.88136104295,666.91444414,72.0689655172,0.425862068966,20019,0.9520694167070001
HT001059,J11,10,11,390,307.946798611,0.859436570086,36.1545418183,74.0025641026,0.0487179487179,1737,0.94928057554
HT001059,J12,10,12,424,293.867793501,0.806317198923,260.997122999,79.9056603774,0.403301886792,14675,0.92123241795
HT001059,J13,10,13,349,291.29905464,0.834304730862,109.555178494,74.100286533,0.369627507163,10508,0.9477009350690001
HT001059,J14,10,14,240,238.683257523,0.833215186692,227.177516836,36.2458333333,0.2,3239,0.9816239046840001
HT001059,J15,10,15,496,282.156838598,0.851635430731,642.781955804,70.622983871,0.508064516129,19013,0.9413057595280001
HT001059,J16,10,16,649,255.58716519,0.858136475094,587.878969365,65.6086286595,0.412942989214,19799,0.9506238105310002
HT001059,J17,10,17,560,255.717370536,0.84895871003,437.205535407,69.1232142857,0.396428571429,18431,0.9382436260620001
HT001059,J18,10,18,428,281.757155374,0.836197724385,459.837404908,71.0210280374,0.338785046729,12086,0.9288946556830002
HT001059,J19,10,19,512,292.683115777,0.828165076183,370.664898121,69.94921875,0.51953125,21364,0.945157538789
HT001059,J20,10,20,748,223.348910706,0.88110977704,779.492491231,67.8061497326,0.498663101604,29411,0.960741568505
HT001059,J21,10,21,639,250.378194444,0.842325491051,455.907227318,63.8435054773,0.424100156495,20442,0.9498473444050001
