plate_index,well_index,row,column,nuclei_n,nuclei_area,nuclei_round,nuclei_mean_edu,nuclei_H2AX_spots_per_nucleus,nuclei_mean_edu_pos,spots_edu_pos_n,spots_edu_pos_median_ratio
HTIF00296,B21,2,21,175,327.245430159,0.902082356608,72.556351386,57.3542857143,0.205714285714,2304,0.982935800728
HTIF00296,B22,2,22,269,310.836792648,0.905220779779,223.788169586,45.7249070632,0.453531598513,6570,0.935766260338
HTIF00296,B23,2,23,23,206.976014493,0.853711427977,155.82833795,20.4347826087,0.217391304348,192,1.0204882725
HTIF00296,B24,2,24,352,301.020047348,0.910490229112,219.680157883,44.4261363636,0.482954545455,8184,0.932710585264
HTIF00296,C1,3,1,320,307.116863715,0.902848685337,207.966211241,54.015625,0.384375,7443,0.9395494088780001
HTIF00296,C2,3,2,222,277.499607107,0.934115279298,426.062402882,45.1801801802,0.400900900901,4680,0.9711506687839999
HTIF00296,C3,3,3,111,246.568293293,0.880669887352,195.386834649,37.9459459459,0.387387387387,1909,0.9493919183990002
HTIF00296,C4,3,4,43,282.655775194,0.874680651348,112.648354423,35.511627907,0.093023255814,184,0.979577033697
HTIF00296,C5,3,5,199,292.404441653,0.92572776133,413.806297326,45.1608040201,0.552763819095,5021,0.9625773930199999
HTIF00296,C6,3,6,111,358.612417417,0.893473874165,45.8337240452,49.8738738739,0.0720720720721,406,0.9408042833730001
HTIF00296,C7,3,7,55,291.107621212,0.895286987235,79.9729667604,43.6181818182,0.181818181818,534,0.9402280687069999
HTIF00296,C8,3,8,100,320.375177778,0.882077089915,88.06829157,33.78,0.11,436,0.9251672247959999
HTIF00296,C9,3,9,418,294.251034689,0.902790377557,248.017260473,35.1531100478,0.464114832536,6964,0.964630267434
HTIF00296,C10,3,10,64,301.603385417,0.892919447191,120.283519848,36.546875,0.34375,877,0.9409958745080003
HTIF00296,C11,3,11,187,288.505242127,0.898938181651,169.338939304,33.7540106952,0.363636363636,2314,0.9526193313030001
HTIF00296,C12,3,12,150,322.064864815,0.903662471668,195.06309209,41.2733333333,0.386666666667,2419,0.955209523237
HTIF00296,C13,3,13,189,299.158067313,0.911769905321,194.359206442,40.3862433862,0.433862433862,3554,0.958246999407
HTIF00296,C14,3,14,254,293.486501531,0.916268736989,349.67125979,45.1377952756,0.496062992126,6390,0.9614339330919999
HTIF00296,C15,3,15,176,253.529607008,0.880865300294,237.557508357,34.2954545455,0.386363636364,2912,0.9789458007040001
HTIF00296,C16,3,16,186,217.44010454,0.895855095462,183.449973535,33.3225806452,0.241935483871,2023,0.9683669095589998
HTIF00296,C17,3,17,343,231.230540978,0.906350703549,305.988531482,29.7580174927,0.568513119534,6368,0.9433263010349999
HTIF00296,C18,3,18,322,287.44593599,0.889067442899,265.039855027,39.2888198758,0.409937888199,5403,0.9655371304969999
HTIF00296,C19,3,19,325,283.727888889,0.903323187293,253.223551772,47.56,0.461538461538,8082,0.9547407016860001
HTIF00296,C20,3,20,127,266.465907699,0.84468271392,113.715633228,45.5354330709,0.299212598425,1976,0.958473134709
HTIF00296,C21,3,21,298,304.928111484,0.907535622992,262.539693433,55.2617449664,0.463087248322,8501,0.9593002065360001
HTIF00296,C22,3,22,300,324.964623148,0.920097113723,197.319251541,47.2833333333,0.39,6360,0.9447442237030002
HTIF00296,C23,3,23,229,307.192759583,0.903490571121,258.824694316,42.2751091703,0.493449781659,5250,0.9421673820059999
HTIF00296,C24,3,24,326,300.843904226,0.910587961372,227.172148552,41.963190184,0.441717791411,6847,0.9586705429400001
HTIF00296,D1,4,1,381,257.804596092,0.908507020512,205.70147951,47.4251968504,0.380577427822,8147,0.941285423227
HTIF00296,D2,4,2,199,307.275686767,0.90575581214,274.342518489,44.864321608,0.527638190955,5123,0.964944229456
HTIF00296,D3,4,3,165,285.296468013,0.905594042603,274.785556711,48.5575757576,0.484848484848,4361,0.959496133955
HTIF00296,D4,4,4,213,300.944964789,0.91663372718,207.133342995,52.323943662,0.37558685446,4786,0.9828642748059999
HTIF00296,D5,4,5,183,322.098659684,0.903018801413,98.0831866676,53.5683060109,0.300546448087,3272,0.955292916776
HTIF00296,D6,4,6,159,279.298481831,0.876400431652,168.277849645,41.9245283019,0.389937106918,3095,0.946393117141
HTIF00296,D7,4,7,225,255.168509877,0.904280721689,211.512622464,30.2666666667,0.431111111111,3329,0.947319563704
HTIF00296,D8,4,8,97,285.473038373,0.842365122947,62.8465953189,33.1030927835,0.154639175258,540,0.947878785059
HTIF00296,D9,4,9,324,300.217256516,0.903615136548,184.964087096,46.2191358025,0.472222222222,7942,0.974692566381
HTIF00296,D10,4,10,169,295.623055556,0.929021570598,404.122656498,51.4082840237,0.639053254438,5436,0.9811412578140001
HTIF00296,D11,4,11,187,277.579738562,0.899827918836,280.205739928,32.4064171123,0.502673796791,3200,0.9504668927159999
HTIF00296,D12,4,12,198,314.660787037,0.90958092800300006,146.625949671,45.202020202,0.40404040404,3878,0.9566087085860001
HTIF00296,D13,4,13,223,302.308538864,0.912646417155,191.606624904,46.6053811659,0.452914798206,5240,0.9578926577870001
HTIF00296,D14,4,14,222,294.640884635,0.885640510123,219.761583414,47.027027027,0.558558558559,6471,0.943180842846
HTIF00296,D15,4,15,167,333.006741517,0.903638804231,160.506246401,53.4131736527,0.443113772455,4169,0.978844056707
HTIF00296,D16,4,16,178,319.311891386,0.902689815222,152.8941224,48.2471910112,0.415730337079,3631,0.9446974625890002
HTIF00296,D17,4,17,398,296.982232691,0.907897569955,190.593218622,45.527638191,0.434673366834,8580,0.935716517341
HTIF00296,D18,4,18,184,315.660057367,0.862269268385,61.4405741708,33.3695652174,0.20652173913,1323,0.9469906129210002
HTIF00296,D19,4,19,256,303.141366102,0.898411853592,221.212620846,54.48828125,0.59375,8765,0.9518644067800001
HTIF00296,D20,4,20,165,334.298786195,0.892211874215,157.919586602,52.3939393939,0.393939393939,3443,0.9457604604830001
HTIF00296,D21,4,21,281,273.007504943,0.898753584689,284.140517762,49.1743772242,0.427046263345,6859,0.961405778353
HTIF00296,D22,4,22,156,264.435046296,0.882226566563,209.341586242,33.0769230769,0.435897435897,2381,0.935972060536
HTIF00296,D23,4,23,16,214.33953125,0.867508233391,114.02334984,26.4375,0.1875,134,0.961155833796
HTIF00296,D24,4,24,269,299.636965097,0.9210195014,241.675508025,44.5799256506,0.449814126394,5703,0.9564306661080001
HTIF00296,E1,5,1,408,294.470418709,0.919868941548,378.702392063,35.2009803922,0.524509803922,8022,0.922521171733
HTIF00296,E2,5,2,168,362.986459987,0.889292637345,185.30558944,51.6845238095,0.392857142857,4043,0.9371987731850001
HTIF00296,E3,5,3,207,293.659951691,0.918539036022,348.112931306,46.9903381643,0.497584541063,5398,0.943635506997
HTIF00296,E4,5,4,77,309.911980519,0.874731612189,225.118440445,51.4675324675,0.402597402597,1633,0.961704286077
HTIF00296,E5,5,5,175,287.815047619,0.909053539793,296.969886258,51.8285714286,0.451428571429,4789,0.977777777778
HTIF00296,E6,5,6,259,288.526355641,0.920117071056,402.288171104,49.6138996139,0.555984555985,8216,0.97515305044
HTIF00296,E7,5,7,131,332.824285411,0.898619634249,100.752339436,37.4732824427,0.290076335878,1507,0.9147982062780002
HTIF00296,E8,5,8,176,310.399067235,0.922158866225,351.203584204,41.6477272727,0.505681818182,3951,0.9569892473120001
HTIF00296,E9,5,9,240,281.412384259,0.900188999896,199.869578492,43.2958333333,0.3625,4356,0.9667290172240002
HTIF00296,E10,5,10,243,326.861995885,0.882350351304,256.021668517,49.2304526749,0.522633744856,6461,0.9498012718600001
HTIF00296,E11,5,11,219,267.042936327,0.887958220965,286.233654586,41.9817351598,0.474885844749,5102,0.973221593665
HTIF00296,E12,5,12,166,262.472610442,0.887619097037,181.833286424,41.5843373494,0.39156626506,3375,0.978393803506
HTIF00296,E13,5,13,305,298.808161202,0.896498380283,166.249971727,50.5639344262,0.383606557377,6635,0.957600360848
HTIF00296,E14,5,14,190,303.171916667,0.883326095067,162.271978861,47.2473684211,0.357894736842,3494,0.935474100398
HTIF00296,E15,5,15,99,396.635982043,0.890454144459,79.4102909174,60.5757575758,0.121212121212,827,0.9576593720270001
HTIF00296,E16,5,16,207,325.432042405,0.912453980175,200.000591816,52.6473429952,0.487922705314,5685,0.9760784313730001
HTIF00296,E17,5,17,365,303.916275495,0.916856539362,279.14670669,45.8301369863,0.569863013699,10250,0.9466276813500001
HTIF00296,E18,5,18,324,321.932684328,0.897856719992,218.428485576,42.549382716,0.503086419753,7435,0.948647760867
HTIF00296,E19,5,19,264,278.056212121,0.910801139576,279.43307493,51.8143939394,0.477272727273,7040,0.9621344248289999
HTIF00296,E20,5,20,238,305.734570495,0.916837796436,154.742013571,55.243697479,0.441176470588,6683,1.0124946143899998
HTIF00296,E21,5,21,306,276.565677197,0.90160138272,289.470364306,49.8790849673,0.539215686275,9369,0.9742947754969999
HTIF00296,E22,5,22,219,292.922186707,0.922600189295,270.229021345,40.7716894977,0.461187214612,5078,0.946056437912
HTIF00296,E23,5,23,167,292.645763473,0.886523014191,252.41485939,33.2814371257,0.48502994012,3199,0.9667519181590001
HTIF00296,E24,5,24,194,295.160290664,0.912519977017,195.803843976,42.5206185567,0.371134020619,3336,0.9758873459079999
HTIF00296,F1,6,1,216,295.151458333,0.890315885602,95.7998740314,41.6342592593,0.226851851852,2004,0.9525227052369999
HTIF00296,F2,6,2,241,319.937297142,0.903732651301,195.540635631,55.4605809129,0.373443983402,5438,0.9740366868289999
HTIF00296,F3,6,3,205,313.055096206,0.903653110782,191.10169004,49.7658536585,0.331707317073,3813,0.985878703779
HTIF00296,F4,6,4,136,302.724011438,0.90740802652599994,165.243456216,51,0.367647058824,2694,0.9789434272930001
HTIF00296,F5,6,5,136,249.944303513,0.930674984961,154.674390881,46.9632352941,0.308823529412,2244,0.9693575047959998
HTIF00296,F6,6,6,105,359.54481746,0.882820502237,82.554407365,42.980952381,0.2,958,0.968389993139
HTIF00296,F7,6,7,336,288.021770833,0.900367123925,214.101350781,40.8958333333,0.497023809524,7519,0.945956928078
HTIF00296,F8,6,8,240,295.307548611,0.91913948301,237.173450089,51.2875,0.433333333333,5582,0.980963427413
HTIF00296,F9,6,9,293,321.947403299,0.899446976677,135.294024684,54.5290102389,0.433447098976,8226,0.9397906849330001
HTIF00296,F10,6,10,242,293.274359504,0.918553751001,190.8956163,50.4380165289,0.429752066116,5479,0.9510942988380001
HTIF00296,F11,6,11,198,301.589604377,0.903345156474,184.525356369,49.9898989899,0.464646464646,4842,0.979874958733
HTIF00296,F12,6,12,231,317.100577201,0.889787808247,105.157569264,52.670995671,0.329004329004,4431,0.9740161453079998
HTIF00296,F13,6,13,195,225.155185185,0.902724130988,124.074817465,37.2358974359,0.302564102564,2828,0.9641216167910001
HTIF00296,F14,6,14,197,303.581620135,0.914955067726,131.860019204,53.2944162437,0.365482233503,4315,0.958630527817
HTIF00296,F15,6,15,231,319.678253968,0.906518519697,263.789886509,56.4242424242,0.549783549784,7859,0.965448571144
HTIF00296,F16,6,16,248,278.293291891,0.920904530135,114.90269185,49.3024193548,0.346774193548,4588,0.965542863505
HTIF00296,F17,6,17,360,276.327127315,0.902750838327,177.631289108,41.5777777778,0.405555555556,7092,0.9575338274440001
HTIF00296,F18,6,18,209,316.446210792,0.916404210622,205.241836263,48.3779904306,0.478468899522,5133,0.9610744732190001
HTIF00296,F19,6,19,203,296.041148057,0.924205419622,142.84349851,47.3645320197,0.330049261084,3449,0.9667277966990001
HTIF00296,F20,6,20,262,317.296604114,0.918773032587,118.341529818,54.3435114504,0.339694656489,5729,0.9640341880339999
HTIF00296,F21,6,21,305,282.626026412,0.912510700122,230.578485605,52.9803278689,0.491803278689,8688,0.9543887986440001
HTIF00296,F22,6,22,228,318.254713694,0.907041967546,166.562557095,49.7807017544,0.342105263158,4584,0.9557716345870002
HTIF00296,F23,6,23,13,194.266944444,0.840372945504,190.134394842,23.7692307692,0.307692307692,132,1.02065955083
HTIF00296,F24,6,24,304,284.178503289,0.917081425518,310.275856353,45.6842105263,0.555921052632,8524,0.955504793788
HTIF00296,G1,7,1,186,319.991000597,0.902290585408,99.4082748729,43.2150537634,0.306451612903,2600,0.925525747481
HTIF00296,G2,7,2,157,191.536323425,0.871747675782,143.982115135,24.4522292994,0.165605095541,729,0.944610182975
HTIF00296,G3,7,3,166,309.112764391,0.913768963293,386.571632066,53.4096385542,0.469879518072,4470,0.9766214623610001
HTIF00296,G4,7,4,250,290.455981111,0.916142883329,365.82838496,47.7,0.56,7328,0.9539421169130001
HTIF00296,G5,7,5,138,329.679607488,0.909136260539,328.52534145,45.4710144928,0.485507246377,3290,0.9465923893359999
HTIF00296,G6,7,6,197,297.633258601,0.920818852401,383.038604871,40.8274111675,0.593908629442,4838,0.9486245474010001
HTIF00296,G7,7,7,254,277.510419948,0.917489311546,267.161876599,46.2637795276,0.44094488189,6094,0.954457294252
HTIF00296,G8,7,8,160,318.388371528,0.909011595985,171.936582548,44.99375,0.3125,2726,0.9554290464650002
HTIF00296,G9,7,9,182,218.235436508,0.877789279459,98.607372726,14.1483516484,0.104395604396,672,0.9816192407559999
HTIF00296,G10,7,10,120,408.925622685,0.887839266198,74.9725767984,64.6,0.25,1974,1.07587606884
HTIF00296,G11,7,11,227,279.208390847,0.92517043866,294.46381672,49.5814977974,0.555066079295,6764,0.977033216195
HTIF00296,G12,7,12,145,351.873216475,0.914916256644,177.125848212,64.1379310345,0.462068965517,4215,0.985708767864
HTIF00296,G13,7,13,378,295.31619856,0.907168979495,191.801375121,55.7566137566,0.452380952381,10499,0.9598253275110001
HTIF00296,G14,7,14,172,316.266359819,0.903038790155,135.613587081,52.3604651163,0.395348837209,3927,0.9945685909369998
HTIF00296,G15,7,15,335,281.81170398,0.902374584049,230.527923542,51.0656716418,0.480597014925,9550,0.9485333839829999
HTIF00296,G16,7,16,68,349.520718954,0.887647356843,76.5246164734,62.2941176471,0.235294117647,1126,0.944072168623
HTIF00296,G17,7,17,298,308.619394109,0.90355087254,296.780764776,51.4261744966,0.580536912752,9268,0.9656497026780002
HTIF00296,G18,7,18,73,286.595190259,0.884097607618,72.9515367052,45.397260274,0.109589041096,349,0.9285044369090001
HTIF00296,G19,7,19,249,260.74584672,0.906871916112,149.49935669,33.6064257028,0.329317269076,2894,0.9374621599829999
HTIF00296,G20,7,20,292,270.079427321,0.922868394122,281.447222418,49.0753424658,0.52397260274,8422,0.9752960517189999
HTIF00296,G21,7,21,83,309.233801874,0.864667143516,34.667522459,45.0963855422,0.0361445783133,156,1.00338647671
HTIF00296,G22,7,22,213,299.550516432,0.901131048654,128.668921884,46.676056338,0.262910798122,3083,0.9445443645080001
HTIF00296,G23,7,23,265,296.419268344,0.904769057242,262.536238658,47.5396226415,0.471698113208,6171,0.9538640325390002
HTIF00296,G24,7,24,344,299.465707364,0.916064615329,256.616027723,44.9854651163,0.494186046512,8180,0.9497674969700001
HTIF00296,H1,8,1,195,347.466648148,0.908370078461,61.9776738936,60.8102564103,0.174358974359,2433,0.975984990619
HTIF00296,H2,8,2,204,334.156998911,0.889843492796,261.149168937,45.931372549,0.455882352941,4536,0.9447117202690001
HTIF00296,H3,8,3,208,296.731545139,0.900258517197,259.979752837,52.322115384600004,0.475961538462,5362,0.9617582319569999
HTIF00296,H4,8,4,195,309.027574074,0.897516662013,337.832066318,41.5435897436,0.548717948718,4415,0.9478398314010001
HTIF00296,H5,8,5,134,287.989102405,0.890181000177,201.174902591,31.6791044776,0.328358208955,1882,0.95492271199
HTIF00296,H6,8,6,216,289.358600823,0.894809299029,182.12830319,41.5138888889,0.412037037037,4267,0.964906136173
HTIF00296,H7,8,7,265,299.832040881,0.913499951556,189.039077322,44.4905660377,0.471698113208,6150,0.962777187034
HTIF00296,H8,8,8,91,386.696349206,0.898032308083,94.7217883692,73.6813186813,0.21978021978,1256,0.9683808812749999
HTIF00296,H9,8,9,241,296.73271669,0.891656647021,125.447461286,47.5186721992,0.290456431535,3963,0.9217906750420001
HTIF00296,H10,8,10,224,299.165208333,0.904715553765,263.147839406,50.4017857143,0.522321428571,6112,0.9702512319209999
HTIF00296,H11,8,11,315,286.466326279,0.913342880672,227.486348653,50.3365079365,0.453968253968,8014,0.9530062818259999
HTIF00296,H12,8,12,284,284.12629108,0.916452010755,264.726762592,49.4190140845,0.538732394366,8386,0.9379440509750001
HTIF00296,H13,8,13,227,271.095894518,0.898024593206,245.094346274,45.3832599119,0.370044052863,4576,0.959032635295
HTIF00296,H14,8,14,311,293.780748482,0.911221685424,238.235245464,42.7620578778,0.514469453376,7343,0.937786509496
HTIF00296,H15,8,15,239,318.424952348,0.880114115629,135.838810933,43.7573221757,0.246861924686,3082,0.927644520856
HTIF00296,H16,8,16,158,294.104270394,0.885535659991,106.540056261,48.5443037975,0.227848101266,2130,0.941143995287
HTIF00296,H17,8,17,338,300.888194444,0.914062004249,223.745887192,52.8875739645,0.502958579882,9678,0.9491253112850001
HTIF00296,H18,8,18,224,305.301727431,0.883562239984,142.446224677,48.7053571429,0.330357142857,4271,0.936660268714
HTIF00296,H19,8,19,314,310.953272293,0.904200586447,203.68086771,40.2165605096,0.477707006369,6712,0.9684639230899998
HTIF00296,H20,8,20,319,275.22512365,0.888435940897,182.929091309,36.5799373041,0.576802507837,7017,0.9492486532460002
HTIF00296,H21,8,21,235,291.104297872,0.911328306534,348.850947951,53.4340425532,0.553191489362,7329,0.981427703113
HTIF00296,H22,8,22,318,293.580959993,0.915269164462,316.201005666,46.7358490566,0.509433962264,8398,0.9733330314809999
HTIF00296,H23,8,23,9,199.764259259,0.85236780456,223.448261296,23.3333333333,0.333333333333,132,1.01184037091
HTIF00296,H24,8,24,290,295.391279693,0.927028512127,255.315204309,45.8,0.455172413793,6659,0.9585423089309999
HTIF00296,I1,9,1,262,279.905174936,0.937970262134,337.222830535,49.2709923664,0.431297709924,6305,0.984759671747
HTIF00296,I2,9,2,171,309.23211501,0.899804622752,418.835158642,52.6081871345,0.502923976608,4495,0.948136142626
HTIF00296,I3,9,3,214,282.32257269,0.918860685406,219.796725114,49.0841121495,0.35046728972,4384,0.977762696172
HTIF00296,I4,9,4,237,308.11540436,0.918071539408,289.492324338,45.3628691983,0.561181434599,6426,0.9792181391129999
HTIF00296,I5,9,5,253,276.939008564,0.924474295108,349.080153723,43.9249011858,0.450592885375,6204,0.947490134952
HTIF00296,I6,9,6,137,305.058363747,0.921495851726,301.439968608,47.8321167883,0.379562043796,2650,0.966272552044
HTIF00296,I7,9,7,174,362.85168742,0.914719190565,280.895863364,60.1091954023,0.5,5765,0.9510828976850001
HTIF00296,I8,9,8,201,305.922230514,0.922837077444,289.720814153,50.039800995,0.507462686567,5260,0.955598021889
HTIF00296,I9,9,9,243,290.160326932,0.878980093348,195.849184252,50.9917695473,0.390946502058,5262,0.978199300219
HTIF00296,I10,9,10,280,299.80734127,0.916828431858,206.058772497,51.725,0.410714285714,7021,0.9578150351540001
HTIF00296,I11,9,11,246,283.182628726,0.905958873533,231.360974885,43.0731707317,0.556910569106,6455,0.9360613810739999
HTIF00296,I12,9,12,219,266.967482243,0.931417618781,142.779197288,35.1141552511,0.374429223744,3124,0.942393864486
HTIF00296,I13,9,13,374,283.204285502,0.908063129798,242.683044468,48.7165775401,0.508021390374,9997,0.9359576078730001
HTIF00296,I14,9,14,306,282.386021242,0.918640614749,276.537691479,39.5261437908,0.5,6874,0.947432886542
HTIF00296,I15,9,15,282,296.086435185,0.89990050679,222.221458338,33.1312056738,0.45390070922,5059,0.945324574961
HTIF00296,I16,9,16,198,239.323489057,0.900767634609,220.143558331,32.6414141414,0.459595959596,3314,0.9614236957709998
HTIF00296,I17,9,17,306,294.369741285,0.916100069052,246.131264837,49.2843137255,0.437908496732,7640,0.9724676992549999
HTIF00296,I18,9,18,190,280.516280702,0.903527759396,163.717062669,43.2894736842,0.368421052632,3379,0.92981557377
HTIF00296,I19,9,19,244,305.931942168,0.897114641963,216.819413781,48.6557377049,0.463114754098,6328,0.9632682327369999
HTIF00296,I20,9,20,225,322.122554321,0.899937022645,83.3120527034,50.1422222222,0.217777777778,2573,0.969635110998
HTIF00296,I21,9,21,270,288.246365226,0.908438982064,171.618450046,51.3851851852,0.425925925926,6545,0.945790184602
HTIF00296,I22,9,22,209,334.37651781,0.897793561216,264.647890465,54.6602870813,0.454545454545,6138,0.9695810011959999
HTIF00296,I23,9,23,175,279.381679365,0.894497318684,262.07502278,46.92,0.468571428571,4499,0.973864093285
HTIF00296,I24,9,24,343,294.123505021,0.914443999115,255.132547113,46.0058309038,0.460641399417,8131,0.946624248851
HTIF00296,J1,10,1,222,299.901834334,0.91020403297,139.851758816,48.5675675676,0.396396396396,4945,1.04253861959
HTIF00296,J2,10,2,260,263.9,0.925974180881,238.330961991,47.4538461538,0.315384615385,4777,1.0016746103299996
HTIF00296,J3,10,3,181,311.463161449,0.891047828467,186.81476755,41.453038674,0.441988950276,3619,0.984006836772
HTIF00296,J4,10,4,224,345.53437376,0.901551849708,267.121524059,45.0892857143,0.455357142857,5162,0.950067940545
HTIF00296,J5,10,5,210,315.679481481,0.902324813261,137.164205213,55.5952380952,0.62380952381,7650,0.9522516124610002
HTIF00296,J6,10,6,243,295.22240626400003,0.917901800477,271.155702075,54.353909465,0.530864197531,7344,0.9599470790700001
HTIF00296,J7,10,7,252,315.324343034,0.884478328572,213.690348953,58.2222222222,0.630952380952,10011,0.942374565325
HTIF00296,J8,10,8,119,310.849542484,0.861412026662,30.9311722549,35.7899159664,0.0252100840336,128,0.951817909064
HTIF00296,J9,10,9,303,297.395224606,0.920085960503,377.524817112,44.3267326733,0.584158415842,8566,0.961760462899
HTIF00296,J10,10,10,216,281.712307099,0.883040479988,156.70910431,32.4722222222,0.398148148148,2931,0.9409907722200002
HTIF00296,J11,10,11,328,270.429054031,0.886768750865,280.270569191,37.8902439024,0.548780487805,7445,0.939114855095
HTIF00296,J12,10,12,339,298.287215667,0.910846320141,258.315859509,46.1386430678,0.498525073746,8610,0.960083055429
HTIF00296,J13,10,13,28,197.674672619,0.827629233305,62.0547058009,19.1785714286,0.107142857143,103,0.9610402026870001
HTIF00296,J14,10,14,167,281.484510978,0.893340138967,129.871432159,44.2634730539,0.25748502994,2253,0.96131945808
HTIF00296,J15,10,15,139,337.064150679,0.888438997729,101.417211112,50.4172661871,0.446043165468,3308,0.9207061165860001
