Run ID,1640009218
Run Date/Time,2021-12-20 09:24:05
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],HT000416,384LDV_Plus_AQ_GP,C12,2.156,11.091,0.826,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C13,2.152,11.075,0.971,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C14,2.148,11.056,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C15,2.141,11.02,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C16,2.151,11.068,0.965,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C17,2.151,11.07,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C18,2.141,11.02,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C19,2.123,10.936,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C20,2.151,11.07,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C21,2.105,10.848,0.535,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,C22,2.124,10.943,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D1,2.151,11.071,0.639,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D2,2.147,11.049,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D3,2.167,11.144,0.713,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D4,2.156,11.092,0.426,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D5,2.141,11.022,0.651,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D6,2.163,11.126,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D7,2.157,11.098,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D8,2.159,11.105,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D9,2.168,11.148,0.834,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D10,2.162,11.119,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D11,2.148,11.053,0.537,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D12,2.139,11.013,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D13,2.157,11.096,0.764,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D14,2.156,11.091,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D15,2.16,11.112,0.411,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D16,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D17,2.163,11.126,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D18,2.156,11.091,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D19,2.169,11.153,1.172,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D20,2.138,11.008,0.664,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D21,2.065,10.657,0.767,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,D22,2.127,10.953,0.729,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E1,2.157,11.098,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E2,2.154,11.084,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E3,2.15,11.064,1.06,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E4,2.169,11.154,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E5,2.173,11.176,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E6,2.164,11.13,1.314,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E7,2.183,11.221,0.682,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E8,2.151,11.07,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E9,2.15,11.063,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E10,2.166,11.139,0.583,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E11,2.162,11.119,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E12,2.173,11.176,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E13,2.149,11.059,1.533,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E14,2.157,11.098,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E15,2.172,11.17,0.65,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E16,2.18,11.205,1.637,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E17,2.153,11.077,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E18,2.157,11.095,1.128,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E19,2.128,10.958,0.872,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E20,2.168,11.148,0.814,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E21,2.123,10.934,1.012,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,E22,2.136,10.999,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F1,2.158,11.101,0.914,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F2,2.175,11.182,1.786,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F3,2.181,11.211,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F4,2.19,11.253,1.566,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F5,2.195,11.278,0.502,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F6,2.185,11.232,1.386,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F7,2.179,11.204,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F8,2.171,11.166,0.729,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F9,2.167,11.147,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F10,2.187,11.239,0.612,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F11,2.163,11.126,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F12,2.165,11.133,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F13,2.16,11.11,0.554,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F14,2.159,11.105,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F15,2.153,11.076,0.986,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F16,2.179,11.2,1.902,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F17,2.166,11.14,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F18,2.158,11.101,0.904,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F19,2.152,11.072,0.895,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F20,2.136,10.999,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F21,2.112,10.883,1.166,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,F22,2.132,10.98,0.67,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G1,2.17,11.159,0.926,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G2,2.187,11.241,1.042,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G3,2.165,11.134,1.225,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G4,2.173,11.173,0.533,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G5,2.163,11.127,0.831,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G6,2.184,11.226,1.022,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G7,2.187,11.239,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G8,2.163,11.125,0.582,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G9,2.183,11.222,0.524,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G10,2.196,11.282,0.414,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G11,2.2,11.304,0.446,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G12,2.193,11.267,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G13,2.165,11.133,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G14,2.17,11.162,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G15,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G16,2.169,11.154,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G17,2.178,11.197,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G18,2.147,11.049,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G19,2.165,11.135,0.86,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G20,2.156,11.091,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G21,2.164,11.128,1.067,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,G22,2.142,11.027,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H1,2.163,11.126,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H2,2.15,11.063,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H3,2.191,11.257,1.297,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H4,2.172,11.169,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H5,2.179,11.204,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H6,2.182,11.218,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H7,2.188,11.246,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H8,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H9,2.173,11.176,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H10,2.169,11.152,0.752,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H11,2.172,11.169,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H12,2.178,11.197,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H13,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H14,2.179,11.204,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H15,2.165,11.133,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H16,2.153,11.079,1.086,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H17,2.178,11.199,0.856,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H18,2.178,11.197,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H19,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H20,2.159,11.105,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H21,2.159,11.105,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,H22,2.129,10.962,0.559,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I1,2.173,11.176,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I2,2.159,11.105,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I3,2.165,11.134,0.438,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I4,2.159,11.105,0.624,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I5,2.184,11.225,0.794,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I6,2.159,11.108,0.481,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I7,2.168,11.15,0.495,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I8,2.154,11.084,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I9,2.176,11.19,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I10,2.167,11.143,0.698,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I11,2.176,11.19,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I12,2.252,11.55,4.808,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I13,2.099,10.823,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I14,2.175,11.181,0.558,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I15,2.168,11.149,0.867,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I16,2.187,11.239,0.604,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I17,2.166,11.14,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I18,2.165,11.133,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I19,2.141,11.02,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I20,2.188,11.246,1.192,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I21,2.169,11.155,0.616,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,I22,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J1,2.158,11.101,0.488,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J2,2.169,11.153,0.757,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J3,2.145,11.042,0.629,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J4,2.175,11.182,0.583,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J5,2.194,11.272,1.308,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J6,2.167,11.143,0.898,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J7,2.201,11.305,1.066,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J8,2.162,11.119,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J9,2.171,11.166,0.935,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J10,2.17,11.162,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J11,2.182,11.218,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J12,2.18,11.208,0.728,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J13,2.196,11.281,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J14,2.178,11.197,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J15,2.174,11.177,1.042,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J16,2.193,11.267,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J17,2.166,11.14,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J18,2.175,11.183,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J19,2.148,11.056,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J20,2.133,10.985,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J21,2.142,11.024,0.716,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,J22,2.143,11.031,0.727,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K1,2.168,11.15,0.697,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K2,2.175,11.184,1.248,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K3,2.194,11.274,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K4,2.15,11.063,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K5,2.188,11.246,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K6,2.163,11.126,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K7,2.168,11.147,0.607,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K8,2.176,11.19,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K9,2.163,11.126,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K10,2.182,11.218,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K11,2.184,11.228,0.687,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K12,2.182,11.218,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K13,2.165,11.133,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K14,2.175,11.183,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K15,2.165,11.133,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K16,2.188,11.246,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K17,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K18,2.176,11.19,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K19,2.18,11.206,0.872,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K20,2.072,10.696,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K21,2.193,11.267,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,K22,2.138,11.006,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L1,2.153,11.077,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L2,2.159,11.105,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L3,2.195,11.276,0.842,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L4,2.176,11.19,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L5,2.15,11.063,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L6,2.175,11.183,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L7,2.155,11.087,0.498,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L8,2.182,11.218,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L9,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L10,2.18,11.206,1.259,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L11,2.193,11.267,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L12,2.154,11.084,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L13,2.161,11.119,0.596,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L14,2.172,11.169,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L15,2.167,11.145,0.936,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L16,2.17,11.16,1.561,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L17,2.179,11.204,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L18,2.16,11.112,0.408,Percent,Glycerol,
Source[1],HT000416,384LDV_Plus_AQ_GP,L19,2.147,11.049,0.408,Percent,Glycerol,
