Run ID,1640009218
Run Date/Time,2021-12-20 09:24:05
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[5],HT000428,384LDV_Plus_AQ_GP,A1,2.065,10.66,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A2,2.094,10.798,0.964,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A3,2.056,10.615,1.01,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A4,2.067,10.668,0.411,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A5,2.056,10.617,1.062,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A6,2.045,10.564,0.481,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A7,2.02,10.444,0.743,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A8,2.034,10.512,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A9,2.025,10.47,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A10,2.038,10.532,0.847,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A11,2.028,10.482,0.586,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A12,2.029,10.487,0.752,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A13,2.046,10.569,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A14,2.021,10.45,0.439,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A15,2.038,10.531,0.572,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A16,2.026,10.473,1.004,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A17,2.068,10.675,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A18,2.08,10.729,1.689,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A19,2.035,10.519,0.413,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A20,2.06,10.634,0.715,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A21,2.02,10.445,0.773,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,A22,2.064,10.655,0.926,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B1,2.037,10.526,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B2,2.055,10.611,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B3,2.021,10.45,0.448,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B4,2.053,10.6,0.755,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B5,2.069,10.682,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B6,2.029,10.491,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B7,2.02,10.449,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B8,2.041,10.541,1.146,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B9,2.032,10.502,0.767,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B10,2.036,10.522,0.488,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B11,2.043,10.554,0.869,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B12,2.034,10.513,0.671,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B13,2.015,10.421,0.684,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B14,2.05,10.587,0.769,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B15,2.035,10.519,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B16,2.034,10.512,0.638,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B17,2.065,10.658,1.469,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B18,2.038,10.529,0.723,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B19,2.022,10.452,1.017,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B20,2.013,10.412,0.865,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B21,2.051,10.591,0.681,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,B22,2.043,10.551,1.473,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C1,2.087,10.766,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C2,2.082,10.727,4.354,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C3,2.078,10.724,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C4,2.088,10.769,0.485,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C5,2.047,10.576,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C6,2.042,10.549,0.921,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C7,2.035,10.519,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C8,2.04,10.54,1.126,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C9,2.026,10.477,0.418,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C10,2.061,10.642,0.509,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C11,2.047,10.572,0.527,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C12,2.069,10.679,1.231,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C13,2.035,10.514,0.965,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C14,2.054,10.605,1.161,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C15,2.041,10.548,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C16,2.083,10.745,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C17,2.068,10.671,0.765,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C18,2.059,10.632,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C19,2.034,10.512,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C20,2.037,10.526,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C21,2.06,10.635,0.489,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,C22,2.09,10.78,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D1,2.035,10.519,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D2,2.04,10.54,0.883,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D3,2.041,10.548,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D4,2.038,10.533,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D5,2.035,10.519,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D6,2.035,10.519,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D7,2.055,10.609,1.041,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D8,2.035,10.519,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D9,2.059,10.632,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D10,2.053,10.604,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D11,2.055,10.61,1.304,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D12,2.04,10.538,0.79,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D13,2.03,10.494,0.753,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D14,2.057,10.619,0.68,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D15,2.04,10.541,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D16,2.04,10.541,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D17,2.049,10.583,0.408,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D18,2.015,10.422,0.698,Percent,Glycerol,
Source[5],HT000428,384LDV_Plus_AQ_GP,D19,2.038,10.533,0.408,Percent,Glycerol,
