Run ID,1640009218
Run Date/Time,2021-12-20 09:24:05
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[4],HT000425,384LDV_Plus_AQ_GP,A1,2.164,11.129,0.893,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A2,2.074,10.699,1.213,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A3,2.144,11.033,1.194,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A4,2.171,11.162,1.226,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A5,2.161,11.114,0.877,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A6,2.158,11.102,1.144,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A7,2.142,11.023,1.103,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A8,2.137,11.002,0.484,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A9,2.165,11.133,1.001,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A10,2.155,11.087,0.716,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A11,2.15,11.063,0.831,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A12,2.136,10.998,0.586,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A13,2.142,11.024,0.939,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A14,2.168,11.149,1.654,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A15,2.135,10.992,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A16,2.114,10.89,0.968,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A17,2.164,11.13,0.523,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A18,2.16,11.107,2.707,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A19,2.156,11.091,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A20,2.125,10.946,0.496,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A21,2.145,11.042,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,A22,2.147,11.049,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B1,2.175,11.183,1.017,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B2,2.145,11.042,0.412,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B3,2.166,11.142,0.669,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B4,2.167,11.143,0.487,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B5,2.162,11.122,0.882,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B6,2.142,11.027,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B7,2.16,11.112,1.029,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B8,2.16,11.112,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B9,2.166,11.141,1.036,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B10,2.153,11.08,0.917,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B11,2.176,11.188,0.768,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B12,2.167,11.146,1.582,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B13,2.139,11.011,0.954,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B14,2.141,11.02,0.408,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B15,2.156,11.092,0.847,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B16,2.107,10.86,1.113,Percent,Glycerol,
Source[4],HT000425,384LDV_Plus_AQ_GP,B17,2.174,11.177,0.837,Percent,Glycerol,
