Run ID,1640009218
Run Date/Time,2021-12-20 09:24:05
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[7],HT000434,384LDV_Plus_AQ_GP,A1,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 1th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A2,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 2th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A3,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 3th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A4,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 4th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A5,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 5th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A6,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 6th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A7,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 7th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A8,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 8th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A9,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 9th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A10,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 10th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A11,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 11th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A12,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 12th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A13,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 13th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A14,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 14th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A15,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 15th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A16,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 16th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A17,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 17th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A18,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 18th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A19,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 19th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A20,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 20th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A21,0,0,0,Percent,Glycerol,"Data missing for well (1th row, 21th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,A22,1.484,7.98,0.408,Percent,Glycerol,
Source[7],HT000434,384LDV_Plus_AQ_GP,B1,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 1th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B2,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 2th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B3,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 3th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B4,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 4th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B5,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 5th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B6,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 6th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B7,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 7th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B8,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 8th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B9,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 9th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B10,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 10th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B11,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 11th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B12,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 12th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B13,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 13th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B14,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 14th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B15,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 15th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B16,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 16th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B17,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 17th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B18,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 18th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B19,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 19th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B20,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 20th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B21,0,0,0,Percent,Glycerol,"Data missing for well (2th row, 21th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,B22,1.741,9.137,0.408,Percent,Glycerol,
Source[7],HT000434,384LDV_Plus_AQ_GP,C1,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 1th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C2,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 2th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C3,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 3th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C4,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 4th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C5,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 5th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C6,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 6th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C7,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 7th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C8,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 8th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C9,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 9th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C10,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 10th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C11,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 11th column), defaulting to 0.0 value of Glycerol"
Source[7],HT000434,384LDV_Plus_AQ_GP,C12,0,0,0,Percent,Glycerol,"Data missing for well (3th row, 12th column), defaulting to 0.0 value of Glycerol"
