Run ID,1640009218
Run Date/Time,2021-12-20 09:24:05
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[6],HT000431,384LDV_Plus_AQ_GP,A1,1.778,9.304,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A2,1.849,9.633,0.52,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A3,1.821,9.486,2.045,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A4,1.842,9.602,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A5,1.842,9.602,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A6,1.82,9.496,0.42,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A7,1.809,9.442,0.514,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A8,1.806,9.427,0.486,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A9,1.76,9.218,0.495,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A10,1.822,9.503,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A11,1.811,9.448,0.852,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A12,1.79,9.347,0.999,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A13,1.793,9.367,0.574,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A14,1.797,9.384,0.818,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A15,1.776,9.291,0.444,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A16,1.739,9.125,0.498,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A17,1.753,9.19,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A18,1.754,9.185,0.982,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A19,1.734,9.103,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A20,1.758,9.21,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A21,1.694,8.923,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,A22,1.631,8.642,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B1,1.835,9.568,0.472,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B2,1.904,9.895,0.588,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B3,1.869,9.728,0.706,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B4,1.907,9.904,0.936,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B5,1.92,9.969,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B6,1.9,9.877,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B7,1.887,9.814,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B8,1.912,9.934,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B9,1.859,9.681,0.466,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B10,1.905,9.899,0.447,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B11,1.894,9.847,0.615,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B12,1.882,9.784,0.957,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B13,1.875,9.757,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B14,1.865,9.71,0.516,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B15,1.842,9.599,0.593,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B16,1.888,9.821,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B17,1.86,9.678,1.005,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B18,1.847,9.623,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B19,1.844,9.606,0.613,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B20,1.844,9.609,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B21,1.787,9.344,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,B22,1.803,9.413,0.5,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C1,1.841,9.595,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C2,1.896,9.856,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C3,1.888,9.821,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C4,1.881,9.785,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C5,1.909,9.92,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C6,1.905,9.899,0.73,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C7,1.918,9.961,0.667,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C8,1.917,9.955,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C9,1.939,10.058,0.861,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C10,1.933,10.032,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C11,1.937,10.054,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C12,1.962,10.161,1.562,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C13,1.907,9.904,0.971,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C14,1.9,9.877,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C15,1.912,9.935,0.452,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C16,1.905,9.896,0.927,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C17,1.908,9.912,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C18,1.875,9.757,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C19,1.884,9.8,0.445,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C20,1.895,9.849,1.009,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C21,1.865,9.71,0.519,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,C22,1.839,9.588,0.408,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,D1,1.831,9.544,0.693,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,D2,1.892,9.828,1.675,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,D3,1.857,9.666,0.784,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,D4,1.911,9.929,0.528,Percent,Glycerol,
Source[6],HT000431,384LDV_Plus_AQ_GP,D5,1.927,10.005,0.441,Percent,Glycerol,
