ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Spots - Number of Objects	Spots - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots - Intensity Spot Border BP676/29 Mean - Median per Well	Spots - center_border_ratio - Median per Well	Spots - Spots Edu Pos - Mean per Well	Spots - Spots Edu Minus - Mean per Well	Nuclei Final - Number of Objects	Nuclei Final - Nucleus Area [µm²] - Mean per Well	Nuclei Final - Nucleus Roundness - Mean per Well	Nuclei Final - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final - Number of Spots - Mean per Well	Nuclei Final - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final - center_border_ratio- Mean per Cell  - Mean per Well	Nuclei Final - Nuclei Final Edu Pos - Mean per Well	Nuclei Final - Nuclei Final Edu Neg - Mean per Well	Nuclei Final Edu Pos - Number of Objects	Nuclei Final Edu Pos - Nucleus Area [µm²] - Mean per Well	Nuclei Final Edu Pos - Nucleus Roundness - Mean per Well	Nuclei Final Edu Pos - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final Edu Pos - Number of Spots - Mean per Well	Nuclei Final Edu Pos - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final Edu Pos - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Pos - center_border_ratio- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Number of Objects	Nuclei Final Edu Neg - Nucleus Area [µm²] - Mean per Well	Nuclei Final Edu Neg - Nucleus Roundness - Mean per Well	Nuclei Final Edu Neg - Intensity Nucleus BP676/29 Mean - Mean per Well	Nuclei Final Edu Neg - Number of Spots - Mean per Well	Nuclei Final Edu Neg - Number of Spots per Area of Nucleus - Mean per Well	Nuclei Final Edu Neg - Intensity Spot BP525/50 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot BP525/50 Sum- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot Weighted Center BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - Intensity Spot Border BP676/29 Mean- Mean per Cell  - Mean per Well	Nuclei Final Edu Neg - center_border_ratio- Mean per Cell  - Mean per Well	Spots Edu Pos - Number of Objects	Spots Edu Pos - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots Edu Pos - Intensity Spot Border BP676/29 Mean - Median per Well	Spots Edu Pos - center_border_ratio - Median per Well	Spots Edu Minus - Number of Objects	Spots Edu Minus - Intensity Spot Weighted Center BP676/29 Mean - Median per Well	Spots Edu Minus - Intensity Spot Border BP676/29 Mean - Median per Well	Spots Edu Minus - center_border_ratio - Median per Well	Number of Analyzed Fields	Link
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A1	1	1	1	1	8385	56	50.8947368421	0.979201331115	0.48038163387	0.51961836613	205	285.817929539	0.89184163454	226.415584966	40.9024390244	0.0067002741691	589.985008997	33507.7552532	247.106372159	238.553587476	1.03461141019	0.414634146341	0.585365853659	85	321.573310458	0.903054475814	501.518560455	47.3882352941	0.0070297439937	484.444682677	26261.4188292	545.441451736	525.554936496	1.04687453085	120	260.491201389	0.883899205304	31.5509773281	36.3083333333	0.00646689971001	666.009820329	38727.5738638	32.2039843274	31.8153275893	1.02577780632	4028	447.5	455.630434783	0.969704811289	4357	29	29.0357142857	0.993041749503	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.1
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A2	1	2	1	1	9626	122	145.101666667	0.97130936737	0.54539788074	0.45460211926	191	318.202225131	0.889671803995	287.505940521	50.3979057592	0.00726001718446	676.320694931	38881.560458	314.909050056	307.948190651	1.02636633538	0.471204188482	0.528795811518	90	344.611342593	0.897671271375	576.843297662	58.3333333333	0.00795552917633	550.876049222	29869.4670261	621.459456048	607.107571104	1.03153312986	101	294.669348185	0.882543565735	29.6805727716	43.3267326733	0.00664025402339	792.712634248	47243.2966319	30.4808383114	30.3776314666	1.02157240237	5250	556.5	579.163809524	0.97143997234	4376	28	27.4772256729	0.969973772642	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.2
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A3	1	3	1	1	19608	100	128	0.967079347115	0.517900856793	0.482099143207	376	286.089807181	0.912040979304	311.823431919	52.1489361702	0.00840166656332	665.264889956	36623.2500663	332.250442974	325.394677515	1.02224900845	0.473404255319	0.526595744681	178	297.619338327	0.921185621617	624.555935725	57.0505617978	0.00896177927683	551.096926978	29148.6474461	661.138611948	646.861114014	1.03690457209	198	275.72487514	0.903820038235	30.6800699122	47.7424242424	0.00789813089159	770.016938462	43481.3906148	30.487071441	30.4409368102	1.00880215109	10155	612	635.68	0.965664427845	9453	28	27.4230769231	0.969529085873	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.3
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A4	1	4	1	1	6322	81	92.4734299517	0.967333722256	0.490034799114	0.509965200886	151	259.27727557	0.876196265596	160.5862251	41.8675496689	0.00739918999247	820.086446649	45639.4744562	175.911720707	171.282387064	1.04111655438	0.450331125828	0.549668874172	68	276.787205882	0.891410747502	307.156914147	45.5588235294	0.00764141400177	627.417624534	34224.2788976	338.165931909	328.839905214	1.04297300711	83	244.931790495	0.863731388853	40.5042147968	38.843373494	0.00720074140654	977.510972035	54966.5244858	43.3381578959	42.5463661368	1.03959969667	3098	254.5	258.335384615	0.953834638782	3224	34	32.0417391304	0.982170499779	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.4
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A5	1	5	1	1	13896	254	299.721380471	0.974682366772	0.597582037997	0.402417962003	285	288.742923977	0.925558579972	369.484230617	48.7578947368	0.00774225296256	663.413531662	37573.1346765	398.409348161	390.885151334	1.01711550628	0.540350877193	0.459649122807	154	304.532878788	0.92794733494	655.534443714	53.9220779221	0.00833686879538	598.107789703	32838.4544915	697.018981142	683.231320232	1.02036832274	131	270.180687023	0.922750425277	33.2114610211	42.6870229008	0.00704323893008	743.231660723	43359.9660138	33.4420189613	33.5731671257	1.01313984172	8304	654	664.730676329	0.973425921509	5592	29	28.0454545455	0.97597614479	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.5
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A6	1	6	1	1	7802	43	35.9428104575	0.964672464666	0.350166623943	0.649833376057	159	324.979854997	0.914285317845	159.174728345	49.0691823899	0.00705651507385	658.81240593	38003.8415557	169.625555397	165.830854917	1.02341942244	0.377358490566	0.622641509434	60	285.912009259	0.931436189499	365.761209524	45.5333333333	0.00751752581651	565.345015975	31068.0122069	387.93793281	378.267163931	1.03165557298	99	348.657337262	0.903890850176	33.9708003572	51.2121212121	0.00677711462376	716.627286315	42294.0452767	34.5869714305	34.4269524344	1.01832489632	2732	328	343.015454545	0.967866115196	5070	31	30.3333333333	0.96047727398	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.6
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A7	1	7	1	1	7253	81	89.28	0.965212876428	0.508754997932	0.491245002068	206	239.603988673	0.908530782517	245.498158697	35.2087378641	0.00681324014915	587.748923753	32423.656145	259.939571452	260.163049778	1.01206895501	0.461165048544	0.538834951456	95	260.426035088	0.915649916422	492.467772605	38.8421052632	0.00689832610349	447.140291432	23668.2903377	525.563087972	526.558596903	1.01211970691	111	221.783318318	0.902437830076	34.1277684162	32.0990990991	0.00674041883687	706.822900673	39838.110072	34.9971340388	34.5668206799	1.01202597592	3690	454.5	472.613553114	0.956836618353	3563	32	31.9473684211	0.98294884654	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.7
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A8	1	8	1	1	12187	39	32.7272727273	0.968828980623	0.33658816772	0.66341183228	251	276.346608012	0.926770743768	169.284281686	48.5537848606	0.00800975053491	950.976215362	54616.8632434	177.905684427	175.721232112	1.01098324863	0.298804780876	0.701195219124	75	283.416755556	0.939028373441	494.79599363	54.6933333333	0.00882708109706	624.91638392	33034.8459953	525.137679494	517.223905892	1.0170965628	176	273.333761048	0.921547322033	30.5719044372	45.9375	0.00766145626126	1089.36207406	63776.6728895	30.5339655901	30.7811438208	1.00838864436	4102	495	510.473333333	0.968909271845	8085	29	28.6666666667	0.96879875195	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.8
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A9	1	9	1	1	9507	31	28.1111111111	0.962025316456	0.173030398654	0.826969601346	175	368.845450794	0.84453100577	57.1238123135	54.3257142857	0.00659488090696	741.721138327	44649.8792936	60.561548007	60.4623515274	1.01858237616	0.154285714286	0.845714285714	27	361.007993827	0.841273952323	200.352826635	60.9259259259	0.00761100623688	434.005309512	23078.9751062	209.367866923	211.311911551	1.00655756401	148	370.275257132	0.845125197953	30.994194836	53.1216216216	0.00640950669136	801.066333884	48809.9822441	31.8631865018	31.36993638	1.02090144708	1645	165	170.208333333	0.925222409233	7862	27	26.6923076923	0.976083112947	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.9
210802-DDR-Screen-Batch1-bis	7327	HTIF00299	7484	2021-08-04T23:11:44Z	7534	A10	1	10	1	1	10476	33	29.6464285714	0.972868454818	0.180603283696	0.819396716304	179	408.283176598	0.849133228271	81.1380495177	58.5251396648	0.00664944653187	575.320669232	32987.1467455	85.7477111038	85.8442510594	1.01569808542	0.178770949721	0.821229050279	32	350.158611111	0.862699096527	311.303456956	59.125	0.00776053655257	533.454968511	28163.8714545	333.41680959	335.825557039	0.991890816513	147	420.936143235	0.846180114093	31.0340152454	58.3945578231	0.0064075765954	584.271267317	34018.3297387	32.7977659101	32.39997185	1.02078791533	1892	257	287.892380952	0.942672873071	8584	28	27.962962963	0.981132075472	9	http://columbus-sg.nci.nih.gov/browse/measurement/7534/well=1.10
