Plate	Well	GeneID	GeneSymbol	siRNAID
2	B03	3980	LIG3	s8176
2	B04	7518	XRCC4	s14949
2	B05	3981	LIG4	s8179
2	B06	7520	XRCC5	s14952
2	B07	4067	LYN	s8355
2	B08	7528	YY1	s14958
2	B09	4170	MCL1	s8585
2	B10	7832	BTG2	s15387
2	B11	4176	MCM7	s8601
2	B12	7874	USP7	s15440
2	B13	4193	MDM2	s8630
2	B14	7913	DEK	s15458
2	B15	4194	MDM4	s8632
2	B16	7917	BAT3	s15467
2	B17	4221	MEN1	s8682
2	B18	7919	BAT1	s15474
2	B19	4255	MGMT	s8752
2	B20	7979	SHFM1	s228203
2	B21	4282	MIF	s194615
2	B22	8243	SMC1A	s15752
2	C01	572	BAD	s1862
2	C02	5716	PSMD10	s11411
2	C03	580	BARD1	s1886
2	C04	5717	PSMD11	s11414
2	C05	581	BAX	s1888
2	C06	5718	PSMD12	s11416
2	C07	595	CCND1	s229
2	C08	5719	PSMD13	s229819
2	C09	596	BCL2	s1916
2	C10	5720	PSME1	s11422
2	C11	597	BCL2A1	s1917
2	C12	5721	PSME2	s11425
2	C13	598	BCL2L1	s1922
2	C14	5810	RAD1	s11588
2	C15	599	BCL2L2	s224532
2	C16	5883	RAD9A	s224514
2	C17	602	BCL3	s1927
2	C18	5884	RAD17	s11724
2	C19	604	BCL6	s1931
2	C20	5886	RAD23A	s11730
2	C21	641	BLM	s1998
2	C22	5887	RAD23B	s11731
2	D01	4287	ATXN3	s230538
2	D02	8438	RAD54L	s16013
2	D03	4292	MLH1	s224048
2	D04	8445	DYRK2	s16029
2	D05	4331	MNAT1	s8900
2	D06	8450	CUL4B	s16044
2	D07	4332	MNDA	s8902
2	D08	8505	PARG	s16158
2	D09	4350	MPG	s8929
2	D10	8517	IKBKG	s16186
2	D11	4361	MRE11A	s8959
2	D12	8555	CDC14B	s16289
2	D13	4436	MSH2	s8967
2	D14	8563	THOC5	s16304
2	D15	4437	MSH3	s8969
2	D16	8626	TP63	s16411
2	D17	4438	MSH4	s8973
2	D18	8682	PEA15	s228422
2	D19	4439	MSH5	s8975
2	D20	8738	CRADD	s16656
2	D21	4487	MSX1	s224066
2	D22	8812	CCNK	s16800
2	E01	666	BOK	s194314
2	E02	5888	RAD51	s11735
2	E03	672	BRCA1	s457
2	E04	5889	RAD51C	s11738
2	E05	675	BRCA2	s224694
2	E06	5890	RAD51L1	s11742
2	E07	836	CASP3	s398
2	E08	5892	RAD51L3	s11744
2	E09	842	CASP9	s2428
2	E10	5893	RAD52	s11748
2	E11	900	CCNG1	s2531
2	E12	5929	RBBP5	s11842
2	E13	902	CCNH	s225066
2	E14	5932	RBBP8	s11849
2	E15	983	CDC2	s464
2	E16	5965	RECQL	s11904
2	E17	1017	CDK2	s205
2	E18	5980	REV3L	s11938
2	E19	1022	CDK7	s2829
2	E20	5981	RFC1	s11942
2	E21	1026	CDKN1A	s416
2	E22	5982	RFC2	s11946
2	F01	4521	NUDT1	s9031
2	F02	8846	ALKBH1	s16890
2	F03	4595	MUTYH	s9092
2	F04	8870	IER3	s16940
2	F05	4609	MYC	s9130
2	F06	8914	TIMELESS	s17055
2	F07	4683	NBN	s9293
2	F08	8924	HERC2	s17064
2	F09	4750	NEK1	s224107
2	F10	8930	MBD4	s17078
2	F11	4773	NFATC2	s9474
2	F12	9025	RNF8	s17201
2	F13	4776	NFATC4	s9483
2	F14	9031	BAZ1B	s17208
2	F15	4796	NFKBIL2	s9519
2	F16	9070	ASH2L	s17300
2	F17	4862	NPAS2	s9662
2	F18	9100	USP10	s17369
2	F19	4913	NTHL1	s9743
2	F20	9156	EXO1	s17504
2	F21	4968	OGG1	s9836
2	F22	9261	MAPKAPK2	s570
2	G01	1027	CDKN1B	s2839
2	G02	5983	RFC3	s11948
2	G03	1054	CEBPG	s2900
2	G04	5984	RFC4	s11951
2	G05	1069	CETN2	s2928
2	G06	5985	RFC5	s11955
2	G07	1106	CHD2	s2979
2	G08	6047	RNF4	s12074
2	G09	1111	CHEK1	s503
2	G10	6117	RPA1	s12128
2	G11	1112	FOXN3	s223198
2	G12	6118	RPA2	s12130
2	G13	1161	ERCC8	s3105
2	G14	6119	RPA3	s12134
2	G15	1196	CLK2	s3165
2	G16	6188	RPS3	s12255
2	G17	1263	PLK3	s3245
2	G18	6233	RPS27A	s226976
2	G19	1386	ATF2	s3493
2	G20	6419	SETMAR	s12707
2	G21	1396	CRIP1	s194353
2	G22	6421	SFPQ	s12711
2	H01	5111	PCNA	s10135
2	H02	9319	TRIP13	s17807
2	H03	5187	PER1	s10301
2	H04	9320	TRIP12	s17810
2	H05	5252	PHF1	s224257
2	H06	9344	TAOK2	s17865
2	H07	5295	PIK3R1	s10536
2	H08	9400	RECQL5	s17990
2	H09	5366	PMAIP1	s10708
2	H10	9401	RECQL4	s17992
2	H11	5378	PMS1	s229951
2	H12	9491	PSMF1	s18196
2	H13	5379	PMS2L1	s226759
2	H14	9538	EI24	s18312
2	H15	5380	PMS2L2	s194695
2	H16	9557	CHD1L	s18357
2	H17	5387	PMS2L3	s194698
2	H18	9577	BRE	s228515
2	H19	5395	PMS2	s10740
2	H20	9656	MDC1	s18579
2	H21	5423	POLB	s10777
2	H22	9665	KIAA0430	s18593
2	I01	1407	CRY1	s341
2	I02	6446	SGK1	s741
2	I03	1432	MAPK14	s3585
2	I04	6498	SKIL	s12883
2	I05	1493	CTLA4	s3714
2	I06	6591	SNAI2	s13127
2	I07	1642	DDB1	s3979
2	I08	6596	HLTF	s13137
2	I09	1643	DDB2	s3984
2	I10	6615	SNAI1	s13187
2	I11	1647	GADD45A	s3994
2	I12	6648	SOD2	s13267
2	I13	1649	DDIT3	s3996
2	I14	6659	SOX4	s224666
2	I15	1653	DDX1	s4003
2	I16	6787	NEK4	s13565
2	I17	1655	DDX5	s4008
2	I18	6794	STK11	s13581
2	I19	1854	DUT	s4391
2	I20	6839	SUV39H1	s13658
2	I21	1859	DYRK1A	s4400
2	I22	6847	SYCP1	s13677
2	J01	5424	POLD1	s615
2	J02	9766	KIAA0247	s18857
2	J03	5425	POLD2	s10780
2	J04	9768	KIAA0101	s18863
2	J05	5426	POLE	s10783
2	J06	9774	BCLAF1	s18875
2	J07	5427	POLE2	s10784
2	J08	9861	PSMD6	s19094
2	J09	5428	POLG	s10789
2	J10	9874	TLK1	s19123
2	J11	5429	POLH	s10791
2	J12	9891	NUAK1	s89
2	J13	5430	POLR2A	s10793
2	J14	9907	KIAA0415	s19205
2	J15	5431	POLR2B	s10797
2	J16	9923	ZBTB40	s19249
2	J17	5432	POLR2C	s10801
2	J18	9937	DCLRE1A	s19284
2	J19	5433	POLR2D	s10802
2	J20	9960	USP3	s19341
2	J21	5434	POLR2E	s10807
2	J22	9984	THOC1	s19395
2	K01	2067	ERCC1	s4785
2	K02	6872	TAF1	s13731
2	K03	2068	ERCC2	s4789
2	K04	6880	TAF9	s13753
2	K05	2071	ERCC3	s4796
2	K06	6917	TCEA1	s13848
2	K07	2072	ERCC4	s4800
2	K08	6996	TDG	s13950
2	K09	2073	ERCC5	s4802
2	K10	7014	TERF2	s13993
2	K11	2074	ERCC6	s4805
2	K12	7023	TFAP4	s14012
2	K13	2138	EYA1	s4904
2	K14	7132	TNFRSF1A	s14267
2	K15	2140	EYA3	s4910
2	K16	7141	TNP1	s14291
2	K17	2175	FANCA	s163
2	K18	7153	TOP2A	s14309
2	K19	2176	FANCC	s4985
2	K20	7157	TP53	s606
2	K21	2177	FANCD2	s4989
2	K22	7158	TP53BP1	s14313
2	L01	5435	POLR2F	s10809
2	L02	9985	REC8	s19399
2	L03	5436	POLR2G	s10812
2	L04	10017	BCL2L10	s19472
2	L05	5437	POLR2H	s10815
2	L06	10036	CHAF1A	s19499
2	L07	5438	POLR2I	s10818
2	L08	10038	PARP2	s19504
2	L09	5439	POLR2J	s10820
2	L10	10039	PARP3	s19507
2	L11	5440	POLR2K	s10822
2	L12	10075	HUWE1	s19596
2	L13	5441	POLR2L	s194702
2	L14	10111	RAD50	s792
2	L15	5527	PPP2R5C	s10988
2	L16	10116	FEM1B	s19682
2	L17	5531	PPP4C	s10999
2	L18	10197	PSME3	s19872
2	L19	5591	PRKDC	s774
2	L20	10210	TOPORS	s19911
2	L21	5594	MAPK1	s11138
2	L22	10213	PSMD14	s19921
2	M01	2178	FANCE	s4991
2	M02	7161	TP73	s14320
2	M03	2187	FANCB	s225863
2	M04	7178	TPT1	s14358
2	M05	2188	FANCF	s5015
2	M06	7291	TWIST1	s14525
2	M07	2189	FANCG	s5018
2	M08	7311	UBA52	s14557
2	M09	2237	FEN1	s5104
2	M10	7314	UBB	s337
2	M11	2308	FOXO1	s5258
2	M12	7316	UBC	s14559
2	M13	2547	XRCC6	s5455
2	M14	7317	UBA1	s600
2	M15	2765	GML	s5858
2	M16	7319	UBE2A	s14565
2	M17	2794	GNL1	s5928
2	M18	7320	UBE2B	s14568
2	M19	2956	MSH6	s6286
2	M20	7325	UBE2E2	s14581
2	M21	2965	GTF2H1	s6312
2	M22	7334	UBE2N	s14596
2	N01	5595	MAPK3	s11140
2	N02	10309	CCNO	s223105
2	N03	5663	PSEN1	s112
2	N04	10397	NDRG1	s20334
2	N05	5682	PSMA1	s11327
2	N06	10413	YAP1	s20367
2	N07	5683	PSMA2	s11331
2	N08	10432	RBM14	s20406
2	N09	5684	PSMA3	s11334
2	N10	10451	VAV3	s347
2	N11	5685	PSMA4	s230030
2	N12	10459	MAD2L2	s20468
2	N13	5686	PSMA5	s11340
2	N14	10463	SLC30A9	s20480
2	N15	5687	PSMA6	s627
2	N16	10519	CIB1	s20616
2	N17	5688	PSMA7	s224431
2	N18	10535	RNASEH2A	s20657
2	N19	5689	PSMB1	s11347
2	N20	10538	BATF	s223128
2	N21	5690	PSMB2	s482
2	N22	10600	USP16	s20809
2	O01	2966	GTF2H2	s6313
2	O02	7336	UBE2V2	s14601
2	O03	2967	GTF2H3	s6316
2	O04	7374	UNG	s14678
2	O05	2968	GTF2H4	s6319
2	O06	7398	USP1	s14725
2	O07	3014	H2AFX	s226270
2	O08	7405	UVRAG	s14742
2	O09	3090	HIC1	s223849
2	O10	7415	VCP	s14765
2	O11	3162	HMOX1	s6673
2	O12	7468	WHSC1	s200461
2	O13	3364	HUS1	s7065
2	O14	7486	WRN	s14909
2	O15	3508	IGHMBP2	s7245
2	O16	7507	XPA	s14925
2	O17	3622	ING2	s7433
2	O18	7508	XPC	s14930
2	O19	3661	IRF3	s7507
2	O20	7515	XRCC1	s14940
2	O21	3665	IRF7	s194564
2	O22	7516	XRCC2	s14945
2	P01	5691	PSMB3	s11349
2	P02	10635	RAD51AP1	s20899
2	P03	5692	PSMB4	s11353
2	P04	10714	POLD3	s21045
2	P05	5693	PSMB5	s11355
2	P06	10721	POLQ	s21060
2	P07	5694	PSMB6	s11357
2	P08	10887	PROKR1	s21384
2	P09	5695	PSMB7	s670
2	P10	10973	ASCC3	s223172
2	P11	5696	PSMB8	s11360
2	P12	11011	TLK2	s21679
2	P13	5698	PSMB9	s11365
2	P14	11044	POLS	s21760
2	P15	5699	PSMB10	s194722
2	P16	11073	TOPBP1	s21823
2	P17	5700	PSMC1	s11370
2	P18	11144	DMC1	s21975
2	P19	5701	PSMC2	s11373
2	P20	11186	RASSF1	s223207
2	P21	5702	PSMC3	s11374
2	P22	11200	CHEK2	s22119
3	A01	25	ABL1	s865
3	A02	5704	PSMC4	s11378
3	A03	142	PARP1	s1099
3	A04	5705	PSMC5	s11381
3	A05	143	PARP4	s1102
3	A06	5706	PSMC6	s11385
3	A07	322	APBB1	s1427
3	A08	5707	PSMD1	s11386
3	A09	324	APC	s1434
3	A10	5708	PSMD2	s11389
3	A11	328	APEX1	s1447
3	A12	5709	PSMD3	s11392
3	A13	331	XIAP	s1454
3	A14	5710	PSMD4	s11395
3	A15	472	ATM	s1708
3	A16	5711	PSMD5	s11398
3	A17	545	ATR	s536
3	A18	5713	PSMD7	s11403
3	A19	546	ATRX	s1824
3	A20	5714	PSMD8	s224454
3	A21	571	BACH1	s1858
3	A22	5715	PSMD9	s224455
3	B01	3978	LIG1	s8173
3	B02	7517	XRCC3	s14948
3	B03	3980	LIG3	s8178
3	B04	7518	XRCC4	s14951
3	B05	3981	LIG4	s8181
3	B06	7520	XRCC5	s14954
3	B07	4067	LYN	s229721
3	B08	7528	YY1	s14960
3	B09	4170	MCL1	s8583
3	B10	7832	BTG2	s15386
3	B11	4176	MCM7	s8603
3	B12	7874	USP7	s15441
3	B13	4193	MDM2	s8629
3	B14	7913	DEK	s15459
3	B15	4194	MDM4	s8633
3	B16	7917	BAT3	s15468
3	B17	4221	MEN1	s8684
3	B18	7919	BAT1	s15472
3	B19	4255	MGMT	s8750
3	B20	7979	SHFM1	s15513
3	B21	4282	MIF	s194614
3	B22	8243	SMC1A	s15753
3	C01	572	BAD	s1863
3	C02	5716	PSMD10	s11410
3	C03	580	BARD1	s1885
3	C04	5717	PSMD11	s11415
3	C05	581	BAX	s1890
3	C06	5718	PSMD12	s11418
3	C07	595	CCND1	s230
3	C08	5719	PSMD13	s229820
3	C09	596	BCL2	s1915
3	C10	5720	PSME1	s11424
3	C11	597	BCL2A1	s1919
3	C12	5721	PSME2	s11427
3	C13	598	BCL2L1	s1920
3	C14	5810	RAD1	s11590
3	C15	599	BCL2L2	s1924
3	C16	5883	RAD9A	s11721
3	C17	602	BCL3	s1926
3	C18	5884	RAD17	s11722
3	C19	604	BCL6	s1929
3	C20	5886	RAD23A	s11729
3	C21	641	BLM	s1999
3	C22	5887	RAD23B	s11733
3	D01	4287	ATXN3	s230539
3	D02	8438	RAD54L	s16014
3	D03	4292	MLH1	s298
3	D04	8445	DYRK2	s16027
3	D05	4331	MNAT1	s224052
3	D06	8450	CUL4B	s16042
3	D07	4332	MNDA	s8903
3	D08	8505	PARG	s16159
3	D09	4350	MPG	s8930
3	D10	8517	IKBKG	s16188
3	D11	4361	MRE11A	s8960
3	D12	8555	CDC14B	s16287
3	D13	4436	MSH2	s8968
3	D14	8563	THOC5	s16306
3	D15	4437	MSH3	s224063
3	D16	8626	TP63	s229400
3	D17	4438	MSH4	s8972
3	D18	8682	PEA15	s16543
3	D19	4439	MSH5	s8976
3	D20	8738	CRADD	s225028
3	D21	4487	MSX1	s9000
3	D22	8812	CCNK	s225039
3	E01	666	BOK	s194315
3	E02	5888	RAD51	s11736
3	E03	672	BRCA1	s459
3	E04	5889	RAD51C	s11737
3	E05	675	BRCA2	s2085
3	E06	5890	RAD51L1	s11740
3	E07	836	CASP3	s399
3	E08	5892	RAD51L3	s11745
3	E09	842	CASP9	s2429
3	E10	5893	RAD52	s11746
3	E11	900	CCNG1	s2530
3	E12	5929	RBBP5	s11840
3	E13	902	CCNH	s2537
