Plate	Well	GeneID	GeneSymbol	siRNAID
1	A01	25	ABL1	s866
1	A02	5704	PSMC4	s11377
1	A03	142	PARP1	s1097
1	A04	5705	PSMC5	s11382
1	A05	143	PARP4	s1100
1	A06	5706	PSMC6	s11384
1	A07	322	APBB1	s1428
1	A08	5707	PSMD1	s11387
1	A09	324	APC	s1435
1	A10	5708	PSMD2	s11391
1	A11	328	APEX1	s1445
1	A12	5709	PSMD3	s11394
1	A13	331	XIAP	s1455
1	A14	5710	PSMD4	s11397
1	A15	472	ATM	s1710
1	A16	5711	PSMD5	s11400
1	A17	545	ATR	s534
1	A18	5713	PSMD7	s11401
1	A19	546	ATRX	s1826
1	A20	5714	PSMD8	s11405
1	A21	571	BACH1	s1859
1	A22	5715	PSMD9	s11409
1	B01	3978	LIG1	s8174
1	B02	7517	XRCC3	s14947
1	B03	3980	LIG3	s8177
1	B04	7518	XRCC4	s14950
1	B05	3981	LIG4	s8180
1	B06	7520	XRCC5	s14953
1	B07	4067	LYN	s8356
1	B08	7528	YY1	s224779
1	B09	4170	MCL1	s8584
1	B10	7832	BTG2	s15385
1	B11	4176	MCM7	s224035
1	B12	7874	USP7	s15439
1	B13	4193	MDM2	s224037
1	B14	7913	DEK	s15457
1	B15	4194	MDM4	s8631
1	B16	7917	BAT3	s15466
1	B17	4221	MEN1	s8683
1	B18	7919	BAT1	s15473
1	B19	4255	MGMT	s224042
1	B20	7979	SHFM1	s15512
1	B21	4282	MIF	s8780
1	B22	8243	SMC1A	s15751
1	C01	572	BAD	s1861
1	C02	5716	PSMD10	s11412
1	C03	580	BARD1	s1887
1	C04	5717	PSMD11	s11413
1	C05	581	BAX	s1889
1	C06	5718	PSMD12	s11417
1	C07	595	CCND1	s228
1	C08	5719	PSMD13	s229818
1	C09	596	BCL2	s224526
1	C10	5720	PSME1	s11423
1	C11	597	BCL2A1	s1918
1	C12	5721	PSME2	s11426
1	C13	598	BCL2L1	s1921
1	C14	5810	RAD1	s11589
1	C15	599	BCL2L2	s1925
1	C16	5883	RAD9A	s11719
1	C17	602	BCL3	s1928
1	C18	5884	RAD17	s11723
1	C19	604	BCL6	s1930
1	C20	5886	RAD23A	s11728
1	C21	641	BLM	s1997
1	C22	5887	RAD23B	s11732
1	D01	4287	ATXN3	s8794
1	D02	8438	RAD54L	s16012
1	D03	4292	MLH1	s224047
1	D04	8445	DYRK2	s16028
1	D05	4331	MNAT1	s8898
1	D06	8450	CUL4B	s16043
1	D07	4332	MNDA	s8901
1	D08	8505	PARG	s16157
1	D09	4350	MPG	s8928
1	D10	8517	IKBKG	s16187
1	D11	4361	MRE11A	s8961
1	D12	8555	CDC14B	s16288
1	D13	4436	MSH2	s8966
1	D14	8563	THOC5	s16305
1	D15	4437	MSH3	s8970
1	D16	8626	TP63	s229399
1	D17	4438	MSH4	s8974
1	D18	8682	PEA15	s16544
1	D19	4439	MSH5	s8977
1	D20	8738	CRADD	s16654
1	D21	4487	MSX1	s224065
1	D22	8812	CCNK	s16799
1	E01	666	BOK	s194313
1	E02	5888	RAD51	s11734
1	E03	672	BRCA1	s458
1	E04	5889	RAD51C	s11739
1	E05	675	BRCA2	s2083
1	E06	5890	RAD51L1	s11741
1	E07	836	CASP3	s397
1	E08	5892	RAD51L3	s11743
1	E09	842	CASP9	s2430
1	E10	5893	RAD52	s11747
1	E11	900	CCNG1	s2532
1	E12	5929	RBBP5	s224522
1	E13	902	CCNH	s2538
1	E14	5932	RBBP8	s11850
1	E15	983	CDC2	s463
1	E16	5965	RECQL	s11903
1	E17	1017	CDK2	s204
1	E18	5980	REV3L	s11939
1	E19	1022	CDK7	s2828
1	E20	5981	RFC1	s224528
1	E21	1026	CDKN1A	s415
1	E22	5982	RFC2	s11945
1	F01	4521	NUDT1	s9030
1	F02	8846	ALKBH1	s16889
1	F03	4595	MUTYH	s9090
1	F04	8870	IER3	s16941
1	F05	4609	MYC	s9129
1	F06	8914	TIMELESS	s17054
1	F07	4683	NBN	s9291
1	F08	8924	HERC2	s17063
1	F09	4750	NEK1	s224106
1	F10	8930	MBD4	s17076
1	F11	4773	NFATC2	s229752
1	F12	9025	RNF8	s17202
1	F13	4776	NFATC4	s9482
1	F14	9031	BAZ1B	s17210
1	F15	4796	NFKBIL2	s226686
1	F16	9070	ASH2L	s17301
1	F17	4862	NPAS2	s9663
1	F18	9100	USP10	s17368
1	F19	4913	NTHL1	s9744
1	F20	9156	EXO1	s17502
1	F21	4968	OGG1	s224145
1	F22	9261	MAPKAPK2	s569
1	G01	1027	CDKN1B	s2838
1	G02	5983	RFC3	s11949
1	G03	1054	CEBPG	s2902
1	G04	5984	RFC4	s11952
1	G05	1069	CETN2	s2927
1	G06	5985	RFC5	s11953
1	G07	1106	CHD2	s2978
1	G08	6047	RNF4	s12073
1	G09	1111	CHEK1	s502
1	G10	6117	RPA1	s12127
1	G11	1112	FOXN3	s2989
1	G12	6118	RPA2	s12132
1	G13	1161	ERCC8	s3104
1	G14	6119	RPA3	s12135
1	G15	1196	CLK2	s3167
1	G16	6188	RPS3	s12256
1	G17	1263	PLK3	s223278
1	G18	6233	RPS27A	s12339
1	G19	1386	ATF2	s3492
1	G20	6419	SETMAR	s12709
1	G21	1396	CRIP1	s3516
1	G22	6421	SFPQ	s224606
1	H01	5111	PCNA	s10133
1	H02	9319	TRIP13	s17806
1	H03	5187	PER1	s10302
1	H04	9320	TRIP12	s17809
1	H05	5252	PHF1	s10435
1	H06	9344	TAOK2	s225115
1	H07	5295	PIK3R1	s10537
1	H08	9400	RECQL5	s17988
1	H09	5366	PMAIP1	s10709
1	H10	9401	RECQL4	s17993
1	H11	5378	PMS1	s229950
1	H12	9491	PSMF1	s18195
1	H13	5379	PMS2L1	s10732
1	H14	9538	EI24	s18313
1	H15	5380	PMS2L2	s194694
1	H16	9557	CHD1L	s18358
1	H17	5387	PMS2L3	s10733
1	H18	9577	BRE	s18399
1	H19	5395	PMS2	s10742
1	H20	9656	MDC1	s18578
1	H21	5423	POLB	s10775
1	H22	9665	KIAA0430	s18594
1	I01	1407	CRY1	s340
1	I02	6446	SGK1	s740
1	I03	1432	MAPK14	s3586
1	I04	6498	SKIL	s12884
1	I05	1493	CTLA4	s3713
1	I06	6591	SNAI2	s224653
1	I07	1642	DDB1	s3980
1	I08	6596	HLTF	s13138
1	I09	1643	DDB2	s223391
1	I10	6615	SNAI1	s13186
1	I11	1647	GADD45A	s225791
1	I12	6648	SOD2	s13269
1	I13	1649	DDIT3	s225792
1	I14	6659	SOX4	s13301
1	I15	1653	DDX1	s4002
1	I16	6787	NEK4	s13564
1	I17	1655	DDX5	s4009
1	I18	6794	STK11	s13580
1	I19	1854	DUT	s4390
1	I20	6839	SUV39H1	s13660
1	I21	1859	DYRK1A	s4401
1	I22	6847	SYCP1	s13676
1	J01	5424	POLD1	s614
1	J02	9766	KIAA0247	s18855
1	J03	5425	POLD2	s10779
1	J04	9768	KIAA0101	s18862
1	J05	5426	POLE	s10782
1	J06	9774	BCLAF1	s18874
1	J07	5427	POLE2	s10785
1	J08	9861	PSMD6	s19092
1	J09	5428	POLG	s10788
1	J10	9874	TLK1	s19124
1	J11	5429	POLH	s10790
1	J12	9891	NUAK1	s88
1	J13	5430	POLR2A	s10794
1	J14	9907	KIAA0415	s19204
1	J15	5431	POLR2B	s10796
1	J16	9923	ZBTB40	s19248
1	J17	5432	POLR2C	s10799
1	J18	9937	DCLRE1A	s19286
1	J19	5433	POLR2D	s10804
1	J20	9960	USP3	s19342
1	J21	5434	POLR2E	s224295
1	J22	9984	THOC1	s19397
1	K01	2067	ERCC1	s4784
1	K02	6872	TAF1	s13732
1	K03	2068	ERCC2	s4787
1	K04	6880	TAF9	s13751
1	K05	2071	ERCC3	s4798
1	K06	6917	TCEA1	s13849
1	K07	2072	ERCC4	s4799
1	K08	6996	TDG	s13949
1	K09	2073	ERCC5	s4804
1	K10	7014	TERF2	s13991
1	K11	2074	ERCC6	s4806
1	K12	7023	TFAP4	s14013
1	K13	2138	EYA1	s4905
1	K14	7132	TNFRSF1A	s14266
1	K15	2140	EYA3	s4912
1	K16	7141	TNP1	s14290
1	K17	2175	FANCA	s162
1	K18	7153	TOP2A	s14307
1	K19	2176	FANCC	s4987
1	K20	7157	TP53	s605
1	K21	2177	FANCD2	s4990
1	K22	7158	TP53BP1	s14314
1	L01	5435	POLR2F	s224297
1	L02	9985	REC8	s19400
1	L03	5436	POLR2G	s10810
1	L04	10017	BCL2L10	s223064
1	L05	5437	POLR2H	s10813
1	L06	10036	CHAF1A	s19501
1	L07	5438	POLR2I	s10816
1	L08	10038	PARP2	s19502
1	L09	5439	POLR2J	s10821
1	L10	10039	PARP3	s19505
1	L11	5440	POLR2K	s10823
1	L12	10075	HUWE1	s19595
1	L13	5441	POLR2L	s246
1	L14	10111	RAD50	s791
1	L15	5527	PPP2R5C	s10989
1	L16	10116	FEM1B	s19684
1	L17	5531	PPP4C	s11000
1	L18	10197	PSME3	s19871
1	L19	5591	PRKDC	s773
1	L20	10210	TOPORS	s19912
1	L21	5594	MAPK1	s11137
1	L22	10213	PSMD14	s19920
1	M01	2178	FANCE	s4992
1	M02	7161	TP73	s14319
1	M03	2187	FANCB	s5014
1	M04	7178	TPT1	s14360
1	M05	2188	FANCF	s5016
1	M06	7291	TWIST1	s14523
1	M07	2189	FANCG	s5020
1	M08	7311	UBA52	s14556
1	M09	2237	FEN1	s5103
1	M10	7314	UBB	s339
1	M11	2308	FOXO1	s5259
1	M12	7316	UBC	s14561
1	M13	2547	XRCC6	s5457
1	M14	7317	UBA1	s599
1	M15	2765	GML	s5857
1	M16	7319	UBE2A	s14567
1	M17	2794	GNL1	s5926
1	M18	7320	UBE2B	s14569
1	M19	2956	MSH6	s6288
1	M20	7325	UBE2E2	s14580
1	M21	2965	GTF2H1	s226252
1	M22	7334	UBE2N	s14597
1	N01	5595	MAPK3	s11141
1	N02	10309	CCNO	s20154
1	N03	5663	PSEN1	s111
1	N04	10397	NDRG1	s20336
1	N05	5682	PSMA1	s11329
1	N06	10413	YAP1	s20366
1	N07	5683	PSMA2	s11332
1	N08	10432	RBM14	s20408
1	N09	5684	PSMA3	s11335
1	N10	10451	VAV3	s346
1	N11	5685	PSMA4	s230029
1	N12	10459	MAD2L2	s20467
1	N13	5686	PSMA5	s11339
1	N14	10463	SLC30A9	s20478
1	N15	5687	PSMA6	s626
1	N16	10519	CIB1	s20617
1	N17	5688	PSMA7	s224430
1	N18	10535	RNASEH2A	s20658
1	N19	5689	PSMB1	s11345
1	N20	10538	BATF	s20667
1	N21	5690	PSMB2	s481
1	N22	10600	USP16	s20808
1	O01	2966	GTF2H2	s194477
1	O02	7336	UBE2V2	s14603
1	O03	2967	GTF2H3	s6315
1	O04	7374	UNG	s14680
1	O05	2968	GTF2H4	s6317
1	O06	7398	USP1	s14724
1	O07	3014	H2AFX	s6412
1	O08	7405	UVRAG	s14743
1	O09	3090	HIC1	s6537
1	O10	7415	VCP	s14766
1	O11	3162	HMOX1	s6674
1	O12	7468	WHSC1	s200460
1	O13	3364	HUS1	s7067
1	O14	7486	WRN	s14908
1	O15	3508	IGHMBP2	s7246
1	O16	7507	XPA	s14926
1	O17	3622	ING2	s7431
1	O18	7508	XPC	s14928
1	O19	3661	IRF3	s7509
1	O20	7515	XRCC1	s14942
1	O21	3665	IRF7	s7519
1	O22	7516	XRCC2	s14944
1	P01	5691	PSMB3	s11348
1	P02	10635	RAD51AP1	s20901
1	P03	5692	PSMB4	s11352
1	P04	10714	POLD3	s21044
1	P05	5693	PSMB5	s11354
1	P06	10721	POLQ	s21061
1	P07	5694	PSMB6	s11359
1	P08	10887	PROKR1	s21385
1	P09	5695	PSMB7	s668
1	P10	10973	ASCC3	s21604
1	P11	5696	PSMB8	s11362
1	P12	11011	TLK2	s223175
1	P13	5698	PSMB9	s11367
1	P14	11044	POLS	s21759
1	P15	5699	PSMB10	s194721
1	P16	11073	TOPBP1	s21825
1	P17	5700	PSMC1	s11368
1	P18	11144	DMC1	s21976
1	P19	5701	PSMC2	s11371
1	P20	11186	RASSF1	s223206
1	P21	5702	PSMC3	s11376
1	P22	11200	CHEK2	s22120
2	A01	25	ABL1	s864
2	A02	5704	PSMC4	s11379
2	A03	142	PARP1	s1098
2	A04	5705	PSMC5	s11380
2	A05	143	PARP4	s1101
2	A06	5706	PSMC6	s11383
2	A07	322	APBB1	s1429
2	A08	5707	PSMD1	s11388
2	A09	324	APC	s1433
2	A10	5708	PSMD2	s11390
2	A11	328	APEX1	s1446
2	A12	5709	PSMD3	s11393
2	A13	331	XIAP	s1456
2	A14	5710	PSMD4	s11396
2	A15	472	ATM	s1709
2	A16	5711	PSMD5	s11399
2	A17	545	ATR	s535
2	A18	5713	PSMD7	s11402
2	A19	546	ATRX	s1825
2	A20	5714	PSMD8	s11406
2	A21	571	BACH1	s1860
2	A22	5715	PSMD9	s11407
2	B01	3978	LIG1	s8175
2	B02	7517	XRCC3	s14946
