Filename	Plate	Replicate	Batch
HTIF00296_cellHTS2.txt	1	1	1
HTIF00302_cellHTS2.txt	1	2	3
HTIF00297_cellHTS2.txt	2	1	2
HTIF00303_cellHTS2.txt	2	2	3
HTIF00298_cellHTS2.txt	3	1	2
HTIF00304_cellHTS2.txt	3	2	3
HTIF00299_cellHTS2.txt	4	1	2
HTIF00305_cellHTS2.txt	4	2	3
HTIF00300_cellHTS2.txt	5	1	2
HTIF00306_cellHTS2.txt	5	2	3
HTIF00301_cellHTS2.txt	6	1	2
HTIF00307_cellHTS2.txt	6	2	3
